"woj","o_l","o_p","ouk_l","ouk_p","ouo_l","ouo_p","inne_l","inne_p","tydz","data"
"Lubuskie",0,0,0,0,0,0,0,0,"2010_05C","16_do_22_maja_2010"
"Łódzkie",0,0,0,0,0,0,0,0,"2010_05C","16_do_22_maja_2010"
"Małopolskie",1,0.13,0,0,1,100,0,0,"2010_05C","16_do_22_maja_2010"
"Mazowieckie",7,0.31,0,0,7,100,0,0,"2010_05C","16_do_22_maja_2010"
"Opolskie",0,0,0,0,0,0,0,0,"2010_05C","16_do_22_maja_2010"
"Podkarpackie",0,0,0,0,0,0,0,0,"2010_05C","16_do_22_maja_2010"
"Podlaskie",0,0,0,0,0,0,0,0,"2010_05C","16_do_22_maja_2010"
"Pomorskie",0,0,0,0,0,0,0,0,"2010_05C","16_do_22_maja_2010"
"Śląskie",1,0.27,0,0,1,100,0,0,"2010_05C","16_do_22_maja_2010"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2010_05C","16_do_22_maja_2010"
"Warmińsko-Mazurskie",0,0,0,0,0,0,0,0,"2010_05C","16_do_22_maja_2010"
"Wielkopolskie",4,0.46,0,0,2,50,2,50,"2010_05C","16_do_22_maja_2010"
"Zachodniopomorskie",1,0.55,0,0,1,100,0,0,"2010_05C","16_do_22_maja_2010"
"Dolnośląskie",0,0,0,0,0,0,0,0,"2010_05D","23_do_31_maja_2010"
"Kujawsko-Pomorskie",1,0.3,0,0,0,0,1,100,"2010_05D","23_do_31_maja_2010"
"Lubelskie",16,9.2,0,0,16,100,0,0,"2010_05D","23_do_31_maja_2010"
"Lubuskie",0,0,0,0,0,0,0,0,"2010_05D","23_do_31_maja_2010"
"Łódzkie",20,2.49,8,40,12,60,0,0,"2010_05D","23_do_31_maja_2010"
"Małopolskie",2,0.32,0,0,2,100,0,0,"2010_05D","23_do_31_maja_2010"
"Mazowieckie",1,0.06,0,0,1,100,0,0,"2010_05D","23_do_31_maja_2010"
"Opolskie",1,0.13,0,0,1,100,0,0,"2010_05D","23_do_31_maja_2010"
"Podkarpackie",0,0,0,0,0,0,0,0,"2010_05D","23_do_31_maja_2010"
"Podlaskie",1,0.24,1,100,0,0,0,0,"2010_05D","23_do_31_maja_2010"
"Pomorskie",0,0,0,0,0,0,0,0,"2010_05D","23_do_31_maja_2010"
"Śląskie",1,0.32,1,100,1,100,0,0,"2010_05D","23_do_31_maja_2010"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2010_05D","23_do_31_maja_2010"
"Warmińsko-Mazurskie",0,0,0,0,0,0,0,0,"2010_05D","23_do_31_maja_2010"
"Wielkopolskie",14,1.4,0,0,9,64.3,10,71.4,"2010_05D","23_do_31_maja_2010"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2010_05D","23_do_31_maja_2010"
"Dolnośląskie",0,0,0,0,0,0,0,0,"2010_06A","1_do_7_czerwca_2010"
"Kujawsko-Pomorskie",0,0,0,0,0,0,0,0,"2010_06A","1_do_7_czerwca_2010"
"Lubelskie",0,0,0,0,0,0,0,0,"2010_06A","1_do_7_czerwca_2010"
"Lubuskie",0,0,0,0,0,0,0,0,"2010_06A","1_do_7_czerwca_2010"
"Łódzkie",0,0,0,0,0,0,0,0,"2010_06A","1_do_7_czerwca_2010"
"Małopolskie",0,0,0,0,0,0,0,0,"2010_06A","1_do_7_czerwca_2010"
"Mazowieckie",0,0,0,0,0,0,0,0,"2010_06A","1_do_7_czerwca_2010"
"Opolskie",3,1.8,0,0,3,100,0,0,"2010_06A","1_do_7_czerwca_2010"
"Podkarpackie",0,0,0,0,0,0,0,0,"2010_06A","1_do_7_czerwca_2010"
"Podlaskie",1,0.5,0,0,1,100,1,100,"2010_06A","1_do_7_czerwca_2010"
"Pomorskie",0,0,0,0,0,0,0,0,"2010_06A","1_do_7_czerwca_2010"
"Śląskie",0,0,0,0,0,0,0,0,"2010_06A","1_do_7_czerwca_2010"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2010_06A","1_do_7_czerwca_2010"
"Warmińsko-Mazurskie",0,0,0,0,0,0,0,0,"2010_06A","1_do_7_czerwca_2010"
"Wielkopolskie",6,0.56,0,0,4,66.7,3,50,"2010_06A","1_do_7_czerwca_2010"
"Zachodniopomorskie",1,0.64,0,0,1,100,0,0,"2010_06A","1_do_7_czerwca_2010"
"Dolnośląskie",0,0,0,0,0,0,0,0,"2010_06B","8_do_15_czerwca_2010"
"Kujawsko-Pomorskie",0,0,0,0,0,0,0,0,"2010_06B","8_do_15_czerwca_2010"
"Lubelskie",3,2.03,0,0,3,100,0,0,"2010_06B","8_do_15_czerwca_2010"
"Lubuskie",0,0,0,0,0,0,0,0,"2010_06B","8_do_15_czerwca_2010"
"Łódzkie",0,0,0,0,0,0,0,0,"2010_06B","8_do_15_czerwca_2010"
"Małopolskie",1,0.12,0,0,1,100,0,0,"2010_06B","8_do_15_czerwca_2010"
"Mazowieckie",0,0,0,0,0,0,0,0,"2010_06B","8_do_15_czerwca_2010"
"Opolskie",1,0.18,0,0,1,100,0,0,"2010_06B","8_do_15_czerwca_2010"
"Podkarpackie",0,0,0,0,0,0,0,0,"2010_06B","8_do_15_czerwca_2010"
"Podlaskie",0,0,0,0,0,0,0,0,"2010_06B","8_do_15_czerwca_2010"
"Pomorskie",0,0,0,0,0,0,0,0,"2010_06B","8_do_15_czerwca_2010"
"Śląskie",2,0.27,0,0,2,100,0,0,"2010_06B","8_do_15_czerwca_2010"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2010_06B","8_do_15_czerwca_2010"
"Warmińsko-Mazurskie",0,0,0,0,0,0,0,0,"2010_06B","8_do_15_czerwca_2010"
"Wielkopolskie",8,1.02,0,0,5,62.5,4,50,"2010_06B","8_do_15_czerwca_2010"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2010_06B","8_do_15_czerwca_2010"
"Dolnośląskie",0,0,0,0,0,0,0,0,"2010_06C","16_do_22_czerwca_2010"
"Kujawsko-Pomorskie",0,0,0,0,0,0,0,0,"2010_06C","16_do_22_czerwca_2010"
"Lubelskie",9,5.66,0,0,9,100,0,0,"2010_06C","16_do_22_czerwca_2010"
"Lubuskie",0,0,0,0,0,0,0,0,"2010_06C","16_do_22_czerwca_2010"
"Łódzkie",0,0,0,0,0,0,0,0,"2010_06C","16_do_22_czerwca_2010"
"Małopolskie",1,0.1,0,0,1,100,0,0,"2010_06C","16_do_22_czerwca_2010"
"Mazowieckie",0,0,0,0,0,0,0,0,"2010_06C","16_do_22_czerwca_2010"
"Opolskie",3,4.69,0,0,3,100,0,0,"2010_06C","16_do_22_czerwca_2010"
"Podkarpackie",0,0,0,0,0,0,0,0,"2010_06C","16_do_22_czerwca_2010"
"Podlaskie",1,1.18,0,0,0,0,1,100,"2010_06C","16_do_22_czerwca_2010"
"Pomorskie",0,0,0,0,0,0,0,0,"2010_06C","16_do_22_czerwca_2010"
"Śląskie",4,0.82,0,0,4,100,0,0,"2010_06C","16_do_22_czerwca_2010"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2010_06C","16_do_22_czerwca_2010"
"Warmińsko-Mazurskie",0,0,0,0,0,0,0,0,"2010_06C","16_do_22_czerwca_2010"
"Wielkopolskie",3,0.51,0,0,0,0,3,100,"2010_06C","16_do_22_czerwca_2010"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2010_06C","16_do_22_czerwca_2010"
"Dolnośląskie",0,0,0,0,0,0,0,0,"2010_06D","23_do_30_czerwca_2010"
"Kujawsko-Pomorskie",0,0,0,0,0,0,0,0,"2010_06D","23_do_30_czerwca_2010"
"Lubelskie",0,0,0,0,0,0,0,0,"2010_06D","23_do_30_czerwca_2010"
"Lubuskie",0,0,0,0,0,0,0,0,"2010_06D","23_do_30_czerwca_2010"
"Łódzkie",0,0,0,0,0,0,0,0,"2010_06D","23_do_30_czerwca_2010"
"Małopolskie",0,0,0,0,0,0,0,0,"2010_06D","23_do_30_czerwca_2010"
"Mazowieckie",0,0,0,0,0,0,0,0,"2010_06D","23_do_30_czerwca_2010"
"Opolskie",0,0,0,0,0,0,0,0,"2010_06D","23_do_30_czerwca_2010"
"Podkarpackie",0,0,0,0,0,0,0,0,"2010_06D","23_do_30_czerwca_2010"
"Podlaskie",0,0,0,0,0,0,0,0,"2010_06D","23_do_30_czerwca_2010"
"Pomorskie",0,0,0,0,0,0,0,0,"2010_06D","23_do_30_czerwca_2010"
"Śląskie",1,0.21,0,0,1,100,0,0,"2010_06D","23_do_30_czerwca_2010"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2010_06D","23_do_30_czerwca_2010"
"Warmińsko-Mazurskie",0,0,0,0,0,0,0,0,"2010_06D","23_do_30_czerwca_2010"
"Wielkopolskie",6,0.82,0,0,3,50,4,66.7,"2010_06D","23_do_30_czerwca_2010"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2010_06D","23_do_30_czerwca_2010"
"Dolnośląskie",0,0,0,0,0,0,0,0,"2010_07A","1_do_7_lipca_2010"
"Kujawsko-Pomorskie",0,0,0,0,0,0,0,0,"2010_07A","1_do_7_lipca_2010"
"Lubelskie",0,0,0,0,0,0,0,0,"2010_07A","1_do_7_lipca_2010"
"Lubuskie",0,0,0,0,0,0,0,0,"2010_07A","1_do_7_lipca_2010"
"Łódzkie",0,0,0,0,0,0,0,0,"2010_07A","1_do_7_lipca_2010"
"Małopolskie",0,0,0,0,0,0,0,0,"2010_07A","1_do_7_lipca_2010"
"Mazowieckie",0,0,0,0,0,0,0,0,"2010_07A","1_do_7_lipca_2010"
"Opolskie",0,0,0,0,0,0,0,0,"2010_07A","1_do_7_lipca_2010"
"Podkarpackie",0,0,0,0,0,0,0,0,"2010_07A","1_do_7_lipca_2010"
"Podlaskie",0,0,0,0,0,0,0,0,"2010_07A","1_do_7_lipca_2010"
"Pomorskie",0,0,0,0,0,0,0,0,"2010_07A","1_do_7_lipca_2010"
"Śląskie",17,3.27,0,0,17,100,0,0,"2010_07A","1_do_7_lipca_2010"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2010_07A","1_do_7_lipca_2010"
"Warmińsko-Mazurskie",0,0,0,0,0,0,0,0,"2010_07A","1_do_7_lipca_2010"
"Wielkopolskie",7,1.25,0,0,3,42.9,5,71.4,"2010_07A","1_do_7_lipca_2010"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2010_07A","1_do_7_lipca_2010"
"Dolnośląskie",0,0,0,0,0,0,0,0,"2010_07B","8_do_15_lipca_2010"
"Kujawsko-Pomorskie",0,0,0,0,0,0,0,0,"2010_07B","8_do_15_lipca_2010"
"Lubelskie",0,0,0,0,0,0,0,0,"2010_07B","8_do_15_lipca_2010"
"Lubuskie",0,0,0,0,0,0,0,0,"2010_07B","8_do_15_lipca_2010"
"Łódzkie",0,0,0,0,0,0,0,0,"2010_07B","8_do_15_lipca_2010"
"Małopolskie",0,0,0,0,0,0,0,0,"2010_07B","8_do_15_lipca_2010"
"Mazowieckie",4,0.49,0,0,2,50,2,50,"2010_07B","8_do_15_lipca_2010"
"Opolskie",1,0.74,0,0,1,100,0,0,"2010_07B","8_do_15_lipca_2010"
"Podkarpackie",0,0,0,0,0,0,0,0,"2010_07B","8_do_15_lipca_2010"
"Podlaskie",0,0,0,0,0,0,0,0,"2010_07B","8_do_15_lipca_2010"
"Pomorskie",0,0,0,0,0,0,0,0,"2010_07B","8_do_15_lipca_2010"
"Śląskie",0,0,0,0,0,0,0,0,"2010_07B","8_do_15_lipca_2010"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2010_07B","8_do_15_lipca_2010"
"Warmińsko-Mazurskie",0,0,0,0,0,0,0,0,"2010_07B","8_do_15_lipca_2010"
"Wielkopolskie",10,2.32,0,0,7,70,5,50,"2010_07B","8_do_15_lipca_2010"
"Zachodniopomorskie",1,1.54,0,0,1,100,0,0,"2010_07B","8_do_15_lipca_2010"
"Dolnośląskie",0,0,0,0,0,0,0,0,"2010_07C","16_do_22_lipca_2010"
"Kujawsko-Pomorskie",0,0,0,0,0,0,0,0,"2010_07C","16_do_22_lipca_2010"
"Lubelskie",0,0,0,0,0,0,0,0,"2010_07C","16_do_22_lipca_2010"
"Lubuskie",0,0,0,0,0,0,0,0,"2010_07C","16_do_22_lipca_2010"
"Łódzkie",0,0,0,0,0,0,0,0,"2010_07C","16_do_22_lipca_2010"
"Małopolskie",0,0,0,0,0,0,0,0,"2010_07C","16_do_22_lipca_2010"
"Mazowieckie",0,0,0,0,0,0,0,0,"2010_07C","16_do_22_lipca_2010"
"Opolskie",1,1.54,0,0,1,100,0,0,"2010_07C","16_do_22_lipca_2010"
"Podkarpackie",0,0,0,0,0,0,0,0,"2010_07C","16_do_22_lipca_2010"
"Podlaskie",0,0,0,0,0,0,0,0,"2010_07C","16_do_22_lipca_2010"
"Pomorskie",0,0,0,0,0,0,0,0,"2010_07C","16_do_22_lipca_2010"
"Śląskie",0,0,0,0,0,0,0,0,"2010_07C","16_do_22_lipca_2010"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2010_07C","16_do_22_lipca_2010"
"Warmińsko-Mazurskie",0,0,0,0,0,0,0,0,"2010_07C","16_do_22_lipca_2010"
"Wielkopolskie",9,2.88,0,0,4,44.4,5,55.6,"2010_07C","16_do_22_lipca_2010"
"Zachodniopomorskie",1,2.13,0,0,1,100,0,0,"2010_07C","16_do_22_lipca_2010"
"Dolnośląskie",0,0,0,0,0,0,0,0,"2010_07D","23_do_31_lipca_2010"
"Kujawsko-Pomorskie",0,0,0,0,0,0,0,0,"2010_07D","23_do_31_lipca_2010"
"Lubelskie",0,0,0,0,0,0,0,0,"2010_07D","23_do_31_lipca_2010"
"Lubuskie",0,0,0,0,0,0,0,0,"2010_07D","23_do_31_lipca_2010"
"Łódzkie",0,0,0,0,0,0,0,0,"2010_07D","23_do_31_lipca_2010"
"Małopolskie",0,0,0,0,0,0,0,0,"2010_07D","23_do_31_lipca_2010"
"Mazowieckie",0,0,0,0,0,0,0,0,"2010_07D","23_do_31_lipca_2010"
"Opolskie",0,0,0,0,0,0,0,0,"2010_07D","23_do_31_lipca_2010"
"Podkarpackie",0,0,0,0,0,0,0,0,"2010_07D","23_do_31_lipca_2010"
"Podlaskie",0,0,0,0,0,0,0,0,"2010_07D","23_do_31_lipca_2010"
"Pomorskie",0,0,0,0,0,0,0,0,"2010_07D","23_do_31_lipca_2010"
"Śląskie",0,0,0,0,0,0,0,0,"2010_07D","23_do_31_lipca_2010"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2010_07D","23_do_31_lipca_2010"
"Warmińsko-Mazurskie",0,0,0,0,0,0,0,0,"2010_07D","23_do_31_lipca_2010"
"Wielkopolskie",0,0,0,0,0,0,0,0,"2010_07D","23_do_31_lipca_2010"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2010_07D","23_do_31_lipca_2010"
"Dolnośląskie",0,0,0,0,0,0,0,0,"2010_08A","1_do_7_sierpnia_2010"
"Kujawsko-Pomorskie",0,0,0,0,0,0,0,0,"2010_08A","1_do_7_sierpnia_2010"
"Lubelskie",0,0,0,0,0,0,0,0,"2010_08A","1_do_7_sierpnia_2010"
"Lubuskie",0,0,0,0,0,0,0,0,"2010_08A","1_do_7_sierpnia_2010"
"Łódzkie",0,0,0,0,0,0,0,0,"2010_08A","1_do_7_sierpnia_2010"
"Małopolskie",3,1.29,0,0,3,100,0,0,"2010_08A","1_do_7_sierpnia_2010"
"Mazowieckie",0,0,0,0,0,0,0,0,"2010_08A","1_do_7_sierpnia_2010"
"Opolskie",0,0,0,0,0,0,0,0,"2010_08A","1_do_7_sierpnia_2010"
"Podkarpackie",0,0,0,0,0,0,0,0,"2010_08A","1_do_7_sierpnia_2010"
"Podlaskie",0,0,0,0,0,0,0,0,"2010_08A","1_do_7_sierpnia_2010"
"Pomorskie",0,0,0,0,0,0,0,0,"2010_08A","1_do_7_sierpnia_2010"
"Śląskie",0,0,0,0,0,0,0,0,"2010_08A","1_do_7_sierpnia_2010"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2010_08A","1_do_7_sierpnia_2010"
"Warmińsko-Mazurskie",0,0,0,0,0,0,0,0,"2010_08A","1_do_7_sierpnia_2010"
"Wielkopolskie",0,0,0,0,0,0,0,0,"2010_08A","1_do_7_sierpnia_2010"
"Zachodniopomorskie",1,3.13,0,0,1,100,0,0,"2010_08A","1_do_7_sierpnia_2010"
"Dolnośląskie",0,0,0,0,0,0,0,0,"2010_08B","8_do_15_sierpnia_2010"
"Kujawsko-Pomorskie",0,0,0,0,0,0,0,0,"2010_08B","8_do_15_sierpnia_2010"
"Lubelskie",1,1.92,0,0,1,100,0,0,"2010_08B","8_do_15_sierpnia_2010"
"Lubuskie",0,0,0,0,0,0,0,0,"2010_08B","8_do_15_sierpnia_2010"
"Łódzkie",0,0,0,0,0,0,0,0,"2010_08B","8_do_15_sierpnia_2010"
"Małopolskie",0,0,0,0,0,0,0,0,"2010_08B","8_do_15_sierpnia_2010"
"Mazowieckie",0,0,0,0,0,0,0,0,"2010_08B","8_do_15_sierpnia_2010"
"Opolskie",2,3.85,0,0,2,100,0,0,"2010_08B","8_do_15_sierpnia_2010"
"Podkarpackie",0,0,0,0,0,0,0,0,"2010_08B","8_do_15_sierpnia_2010"
"Podlaskie",0,0,0,0,0,0,0,0,"2010_08B","8_do_15_sierpnia_2010"
"Pomorskie",0,0,0,0,0,0,0,0,"2010_08B","8_do_15_sierpnia_2010"
"Śląskie",1,0.35,0,0,1,100,0,0,"2010_08B","8_do_15_sierpnia_2010"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2010_08B","8_do_15_sierpnia_2010"
"Warmińsko-Mazurskie",0,0,0,0,0,0,0,0,"2010_08B","8_do_15_sierpnia_2010"
"Wielkopolskie",4,1.35,0,0,0,0,4,100,"2010_08B","8_do_15_sierpnia_2010"
"Zachodniopomorskie",1,1.79,0,0,1,100,0,0,"2010_08B","8_do_15_sierpnia_2010"
"Dolnośląskie",0,0,0,0,0,0,0,0,"2010_08C","16_do_22_sierpnia_2010"
"Kujawsko-Pomorskie",0,0,0,0,0,0,0,0,"2010_08C","16_do_22_sierpnia_2010"
"Lubelskie",1,3.13,0,0,1,100,0,0,"2010_08C","16_do_22_sierpnia_2010"
"Lubuskie",0,0,0,0,0,0,0,0,"2010_08C","16_do_22_sierpnia_2010"
"Łódzkie",0,0,0,0,0,0,0,0,"2010_08C","16_do_22_sierpnia_2010"
"Małopolskie",1,0.51,0,0,1,100,0,0,"2010_08C","16_do_22_sierpnia_2010"
"Mazowieckie",0,0,0,0,0,0,0,0,"2010_08C","16_do_22_sierpnia_2010"
"Opolskie",0,0,0,0,0,0,0,0,"2010_08C","16_do_22_sierpnia_2010"
"Podkarpackie",0,0,0,0,0,0,0,0,"2010_08C","16_do_22_sierpnia_2010"
"Podlaskie",0,0,0,0,0,0,0,0,"2010_08C","16_do_22_sierpnia_2010"
"Pomorskie",0,0,0,0,0,0,0,0,"2010_08C","16_do_22_sierpnia_2010"
"Śląskie",0,0,0,0,0,0,0,0,"2010_08C","16_do_22_sierpnia_2010"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2010_08C","16_do_22_sierpnia_2010"
"Warmińsko-Mazurskie",0,0,0,0,0,0,0,0,"2010_08C","16_do_22_sierpnia_2010"
"Wielkopolskie",0,0,0,0,0,0,0,0,"2010_08C","16_do_22_sierpnia_2010"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2010_08C","16_do_22_sierpnia_2010"
"Dolnośląskie",0,0,0,0,0,0,0,0,"2010_08D","23_do_31_sierpnia_2010"
"Kujawsko-Pomorskie",0,0,0,0,0,0,0,0,"2010_08D","23_do_31_sierpnia_2010"
"Lubelskie",0,0,0,0,0,0,0,0,"2010_08D","23_do_31_sierpnia_2010"
"Lubuskie",0,0,0,0,0,0,0,0,"2010_08D","23_do_31_sierpnia_2010"
"Łódzkie",0,0,0,0,0,0,0,0,"2010_08D","23_do_31_sierpnia_2010"
"Małopolskie",1,2,0,0,1,100,0,0,"2010_08D","23_do_31_sierpnia_2010"
"Mazowieckie",0,0,0,0,0,0,0,0,"2010_08D","23_do_31_sierpnia_2010"
"Opolskie",0,0,0,0,0,0,0,0,"2010_08D","23_do_31_sierpnia_2010"
"Podkarpackie",0,0,0,0,0,0,0,0,"2010_08D","23_do_31_sierpnia_2010"
"Podlaskie",0,0,0,0,0,0,0,0,"2010_08D","23_do_31_sierpnia_2010"
"Pomorskie",0,0,0,0,0,0,0,0,"2010_08D","23_do_31_sierpnia_2010"
"Śląskie",0,0,0,0,0,0,0,0,"2010_08D","23_do_31_sierpnia_2010"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2010_08D","23_do_31_sierpnia_2010"
"Warmińsko-Mazurskie",0,0,0,0,0,0,0,0,"2010_08D","23_do_31_sierpnia_2010"
"Wielkopolskie",0,0,0,0,0,0,0,0,"2010_08D","23_do_31_sierpnia_2010"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2010_08D","23_do_31_sierpnia_2010"
"Dolnośląskie",0,0,0,0,0,0,0,0,"2010_09A","1_do_7_września_2010"
"Kujawsko-Pomorskie",0,0,0,0,0,0,0,0,"2010_09A","1_do_7_września_2010"
"Lubelskie",0,0,0,0,0,0,0,0,"2010_09A","1_do_7_września_2010"
"Lubuskie",0,0,0,0,0,0,0,0,"2010_09A","1_do_7_września_2010"
"Łódzkie",0,0,0,0,0,0,0,0,"2010_09A","1_do_7_września_2010"
"Małopolskie",0,0,0,0,0,0,0,0,"2010_09A","1_do_7_września_2010"
"Mazowieckie",0,0,0,0,0,0,0,0,"2010_09A","1_do_7_września_2010"
"Opolskie",0,0,0,0,0,0,0,0,"2010_09A","1_do_7_września_2010"
"Podkarpackie",0,0,0,0,0,0,0,0,"2010_09A","1_do_7_września_2010"
"Podlaskie",0,0,0,0,0,0,0,0,"2010_09A","1_do_7_września_2010"
"Pomorskie",0,0,0,0,0,0,0,0,"2010_09A","1_do_7_września_2010"
"Śląskie",0,0,0,0,0,0,0,0,"2010_09A","1_do_7_września_2010"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2010_09A","1_do_7_września_2010"
"Warmińsko-Mazurskie",0,0,0,0,0,0,0,0,"2010_09A","1_do_7_września_2010"
"Wielkopolskie",0,0,0,0,0,0,0,0,"2010_09A","1_do_7_września_2010"
"Zachodniopomorskie",1,2.04,0,0,1,100,0,0,"2010_09A","1_do_7_września_2010"
"Dolnośląskie",0,0,0,0,0,0,0,0,"2010_09B","8_do_15_września_2010"
"Kujawsko-Pomorskie",0,0,0,0,0,0,0,0,"2010_09B","8_do_15_września_2010"
"Lubelskie",0,0,0,0,0,0,0,0,"2010_09B","8_do_15_września_2010"
"Lubuskie",0,0,0,0,0,0,0,0,"2010_09B","8_do_15_września_2010"
"Łódzkie",0,0,0,0,0,0,0,0,"2010_09B","8_do_15_września_2010"
"Małopolskie",0,0,0,0,0,0,0,0,"2010_09B","8_do_15_września_2010"
"Mazowieckie",0,0,0,0,0,0,0,0,"2010_09B","8_do_15_września_2010"
"Opolskie",1,0.71,0,0,1,100,0,0,"2010_09B","8_do_15_września_2010"
"Podkarpackie",0,0,0,0,0,0,0,0,"2010_09B","8_do_15_września_2010"
"Podlaskie",0,0,0,0,0,0,0,0,"2010_09B","8_do_15_września_2010"
"Pomorskie",0,0,0,0,0,0,0,0,"2010_09B","8_do_15_września_2010"
"Śląskie",0,0,0,0,0,0,0,0,"2010_09B","8_do_15_września_2010"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2010_09B","8_do_15_września_2010"
"Warmińsko-Mazurskie",0,0,0,0,0,0,0,0,"2010_09B","8_do_15_września_2010"
"Wielkopolskie",0,0,0,0,0,0,0,0,"2010_09B","8_do_15_września_2010"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2010_09B","8_do_15_września_2010"
"Dolnośląskie",0,0,0,0,0,0,0,0,"2010_09C","16_do_22_września_2010"
"Kujawsko-Pomorskie",0,0,0,0,0,0,0,0,"2010_09C","16_do_22_września_2010"
"Lubelskie",0,0,0,0,0,0,0,0,"2010_09C","16_do_22_września_2010"
"Lubuskie",0,0,0,0,0,0,0,0,"2010_09C","16_do_22_września_2010"
"Łódzkie",0,0,0,0,0,0,0,0,"2010_09C","16_do_22_września_2010"
"Małopolskie",0,0,0,0,0,0,0,0,"2010_09C","16_do_22_września_2010"
"Mazowieckie",24,0.63,0,0,24,100,0,0,"2010_09C","16_do_22_września_2010"
"Opolskie",1,0.41,0,0,1,100,0,0,"2010_09C","16_do_22_września_2010"
"Podkarpackie",0,0,0,0,0,0,0,0,"2010_09C","16_do_22_września_2010"
"Podlaskie",0,0,0,0,0,0,0,0,"2010_09C","16_do_22_września_2010"
"Pomorskie",0,0,0,0,0,0,0,0,"2010_09C","16_do_22_września_2010"
"Śląskie",0,0,0,0,0,0,0,0,"2010_09C","16_do_22_września_2010"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2010_09C","16_do_22_września_2010"
"Warmińsko-Mazurskie",1,0.49,0,0,1,100,0,0,"2010_09C","16_do_22_września_2010"
"Wielkopolskie",0,0,0,0,0,0,0,0,"2010_09C","16_do_22_września_2010"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2010_09C","16_do_22_września_2010"
"Dolnośląskie",0,0,0,0,0,0,0,0,"2010_09D","23_do_30_września_2010"
"Kujawsko-Pomorskie",0,0,0,0,0,0,0,0,"2010_09D","23_do_30_września_2010"
"Lubelskie",0,0,0,0,0,0,0,0,"2010_09D","23_do_30_września_2010"
"Lubuskie",0,0,0,0,0,0,0,0,"2010_09D","23_do_30_września_2010"
"Łódzkie",0,0,0,0,0,0,0,0,"2010_09D","23_do_30_września_2010"
"Małopolskie",4,0.59,0,0,4,100,0,0,"2010_09D","23_do_30_września_2010"
"Mazowieckie",0,0,0,0,0,0,0,0,"2010_09D","23_do_30_września_2010"
"Opolskie",2,0.39,0,0,2,100,0,0,"2010_09D","23_do_30_września_2010"
"Podkarpackie",0,0,0,0,0,0,0,0,"2010_09D","23_do_30_września_2010"
"Podlaskie",3,0.34,0,0,0,0,3,100,"2010_09D","23_do_30_września_2010"
"Pomorskie",0,0,0,0,0,0,0,0,"2010_09D","23_do_30_września_2010"
"Śląskie",2,0.11,0,0,2,100,0,0,"2010_09D","23_do_30_września_2010"
"Świętokrzyskie",1,100,0,0,1,100,0,0,"2010_09D","23_do_30_września_2010"
"Warmińsko-Mazurskie",0,0,0,0,0,0,0,0,"2010_09D","23_do_30_września_2010"
"Wielkopolskie",2,0.08,1,50,2,100,0,0,"2010_09D","23_do_30_września_2010"
"Zachodniopomorskie",3,0.96,0,0,3,100,0,0,"2010_09D","23_do_30_września_2010"
"Dolnośląskie",0,0,0,0,0,0,0,0,"2010_10A","1_do_7_października_2010"
"Kujawsko-Pomorskie",0,0,0,0,0,0,0,0,"2010_10A","1_do_7_października_2010"
"Lubelskie",0,0,0,0,0,0,0,0,"2010_10A","1_do_7_października_2010"
"Lubuskie",0,0,0,0,0,0,0,0,"2010_10A","1_do_7_października_2010"
"Łódzkie",0,0,0,0,0,0,0,0,"2010_10A","1_do_7_października_2010"
"Małopolskie",3,0.18,0,0,3,100,0,0,"2010_10A","1_do_7_października_2010"
"Mazowieckie",2,0.03,0,0,2,100,0,0,"2010_10A","1_do_7_października_2010"
"Opolskie",1,0.19,0,0,1,100,0,0,"2010_10A","1_do_7_października_2010"
"Podkarpackie",0,0,0,0,0,0,0,0,"2010_10A","1_do_7_października_2010"
"Podlaskie",1,0.19,0,0,1,100,0,0,"2010_10A","1_do_7_października_2010"
"Pomorskie",0,0,0,0,0,0,0,0,"2010_10A","1_do_7_października_2010"
