"woj","o_l","o_p","ouk_l","ouk_p","ouo_l","ouo_p","inne_l","inne_p","dni","miesiac","rok","tydz","numer"
"Mazowieckie",7,0.06,0,0,7,100,0,0,"16-22","luty",2021,7,"2C"
"Opolskie",1,0.18,0,0,1,100,0,0,"16-22","luty",2021,7,"2C"
"Podkarpackie",1,0.27,1,100,0,0,0,0,"16-22","luty",2021,7,"2C"
"Podlaskie",0,0,0,0,0,0,0,0,"16-22","luty",2021,7,"2C"
"Pomorskie",6,0.06,0,0,5,83.3,1,16.7,"16-22","luty",2021,7,"2C"
"Śląskie",4,0.08,1,25,3,75,1,25,"16-22","luty",2021,7,"2C"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"16-22","luty",2021,7,"2C"
"Warmińsko-Mazurskie",15,1.83,0,0,15,100,0,0,"16-22","luty",2021,7,"2C"
"Wielkopolskie",15,0.18,0,0,13,86.7,2,13.3,"16-22","luty",2021,7,"2C"
"Zachodniopomorskie",1,0.17,0,0,1,100,0,0,"16-22","luty",2021,7,"2C"
"Dolnośląskie",2,0.09,0,0,2,100,0,0,"23-28","luty",2021,8,"2D"
"Kujawsko-Pomorskie",1,0.04,0,0,1,100,0,0,"23-28","luty",2021,8,"2D"
"Lubelskie",2,0.12,0,0,2,100,0,0,"23-28","luty",2021,8,"2D"
"Lubuskie",0,0,0,0,0,0,0,0,"23-28","luty",2021,8,"2D"
"Łódzkie",6,0.32,0,0,6,100,0,0,"23-28","luty",2021,8,"2D"
"Małopolskie",5,0.16,0,0,3,60,2,40,"23-28","luty",2021,8,"2D"
"Mazowieckie",11,0.13,1,9.1,9,81.8,1,9.1,"23-28","luty",2021,8,"2D"
"Opolskie",0,0,0,0,0,0,0,0,"23-28","luty",2021,8,"2D"
"Podkarpackie",1,0.22,0,0,1,100,0,0,"23-28","luty",2021,8,"2D"
"Podlaskie",4,0.5,0,0,4,100,0,0,"23-28","luty",2021,8,"2D"
"Pomorskie",9,0.13,0,0,9,100,0,0,"23-28","luty",2021,8,"2D"
"Śląskie",2,0.05,0,0,1,50,1,50,"23-28","luty",2021,8,"2D"
"Świętokrzyskie",8,1.36,0,0,0,0,8,100,"23-28","luty",2021,8,"2D"
"Warmińsko-Mazurskie",29,4.65,0,0,29,100,0,0,"23-28","luty",2021,8,"2D"
"Wielkopolskie",8,0.14,0,0,8,100,0,0,"23-28","luty",2021,8,"2D"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"23-28","luty",2021,8,"2D"
"Dolnośląskie",3,0.11,0,0,3,100,0,0,"1-7","marzec",2021,9,"3A"
"Kujawsko-Pomorskie",15,0.5,0,0,15,100,0,0,"1-7","marzec",2021,9,"3A"
"Lubelskie",1,0.06,0,0,1,100,0,0,"1-7","marzec",2021,9,"3A"
"Lubuskie",3,1.09,0,0,3,100,0,0,"1-7","marzec",2021,9,"3A"
"Łódzkie",3,0.23,0,0,3,100,0,0,"1-7","marzec",2021,9,"3A"
"Małopolskie",7,0.19,0,0,6,85.7,1,14.3,"1-7","marzec",2021,9,"3A"
"Mazowieckie",7,0.07,1,14.3,6,85.7,0,0,"1-7","marzec",2021,9,"3A"
"Opolskie",0,0,0,0,0,0,0,0,"1-7","marzec",2021,9,"3A"
"Podkarpackie",1,0.2,0,0,1,100,0,0,"1-7","marzec",2021,9,"3A"
"Podlaskie",3,0.23,0,0,3,100,0,0,"1-7","marzec",2021,9,"3A"
"Pomorskie",8,0.09,0,0,5,62.5,3,37.5,"1-7","marzec",2021,9,"3A"
"Śląskie",3,0.06,0,0,3,100,0,0,"1-7","marzec",2021,9,"3A"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"1-7","marzec",2021,9,"3A"
"Warmińsko-Mazurskie",22,2.82,0,0,22,100,0,0,"1-7","marzec",2021,9,"3A"
"Wielkopolskie",4,0.06,0,0,3,75,1,25,"1-7","marzec",2021,9,"3A"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"1-7","marzec",2021,9,"3A"
"Dolnośląskie",8,0.22,0,0,6,75,2,25,"8-15","marzec",2021,10,"3B"
"Kujawsko-Pomorskie",14,0.31,0,0,14,100,0,0,"8-15","marzec",2021,10,"3B"
"Lubelskie",3,0.11,0,0,3,100,0,0,"8-15","marzec",2021,10,"3B"
"Lubuskie",1,0.33,0,0,1,100,0,0,"8-15","marzec",2021,10,"3B"
"Łódzkie",6,0.16,0,0,6,100,0,0,"8-15","marzec",2021,10,"3B"
"Małopolskie",6,0.13,0,0,4,66.7,2,33.3,"8-15","marzec",2021,10,"3B"
"Mazowieckie",19,0.14,4,21.1,14,73.7,2,10.5,"8-15","marzec",2021,10,"3B"
"Opolskie",0,0,0,0,0,0,0,0,"8-15","marzec",2021,10,"3B"
"Podkarpackie",3,0.29,0,0,3,100,0,0,"8-15","marzec",2021,10,"3B"
"Podlaskie",10,0.76,0,0,10,100,0,0,"8-15","marzec",2021,10,"3B"
"Pomorskie",5,0.04,0,0,5,100,0,0,"8-15","marzec",2021,10,"3B"
"Śląskie",7,0.11,0,0,7,100,0,0,"8-15","marzec",2021,10,"3B"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"8-15","marzec",2021,10,"3B"
"Warmińsko-Mazurskie",18,2.26,0,0,18,100,0,0,"8-15","marzec",2021,10,"3B"
"Wielkopolskie",22,0.21,0,0,22,100,0,0,"8-15","marzec",2021,10,"3B"
"Zachodniopomorskie",1,0.16,0,0,1,100,0,0,"8-15","marzec",2021,10,"3B"
"Dolnośląskie",8,0.25,0,0,8,100,0,0,"16-22","marzec",2021,11,"3C"
"Kujawsko-Pomorskie",14,0.34,0,0,14,100,0,0,"16-22","marzec",2021,11,"3C"
"Lubelskie",1,0.06,0,0,1,100,0,0,"16-22","marzec",2021,11,"3C"
"Lubuskie",0,0,0,0,0,0,0,0,"16-22","marzec",2021,11,"3C"
"Łódzkie",2,0.13,0,0,2,100,0,0,"16-22","marzec",2021,11,"3C"
"Małopolskie",8,0.19,0,0,6,75,2,25,"16-22","marzec",2021,11,"3C"
"Mazowieckie",24,0.17,0,0,23,95.8,1,4.2,"16-22","marzec",2021,11,"3C"
"Opolskie",0,0,0,0,0,0,0,0,"16-22","marzec",2021,11,"3C"
"Podkarpackie",1,0.23,0,0,1,100,0,0,"16-22","marzec",2021,11,"3C"
"Podlaskie",3,0.27,0,0,3,100,0,0,"16-22","marzec",2021,11,"3C"
"Pomorskie",54,0.45,13,24.1,37,68.5,6,11.1,"16-22","marzec",2021,11,"3C"
"Śląskie",5,0.1,0,0,4,80,1,20,"16-22","marzec",2021,11,"3C"
"Świętokrzyskie",6,0.3,4,66.7,2,33.3,0,0,"16-22","marzec",2021,11,"3C"
"Warmińsko-Mazurskie",12,1.27,0,0,12,100,0,0,"16-22","marzec",2021,11,"3C"
"Wielkopolskie",8,0.1,0,0,8,100,0,0,"16-22","marzec",2021,11,"3C"
"Zachodniopomorskie",1,0.15,0,0,1,100,0,0,"16-22","marzec",2021,11,"3C"
"Dolnośląskie",4,0.11,0,0,4,100,0,0,"23-31","marzec",2021,12,"3D"
"Kujawsko-Pomorskie",14,0.28,0,0,14,100,0,0,"23-31","marzec",2021,12,"3D"
"Lubelskie",1,0.04,0,0,1,100,0,0,"23-31","marzec",2021,12,"3D"
"Lubuskie",2,0.82,0,0,2,100,1,50,"23-31","marzec",2021,12,"3D"
"Łódzkie",15,0.45,0,0,12,80,3,20,"23-31","marzec",2021,12,"3D"
"Małopolskie",8,0.15,0,0,5,62.5,3,37.5,"23-31","marzec",2021,12,"3D"
"Mazowieckie",31,0.22,2,6.5,27,87.1,2,6.5,"23-31","marzec",2021,12,"3D"
"Opolskie",0,0,0,0,0,0,0,0,"23-31","marzec",2021,12,"3D"
"Podkarpackie",5,0.65,2,40,2,40,1,20,"23-31","marzec",2021,12,"3D"
"Podlaskie",6,0.44,0,0,6,100,0,0,"23-31","marzec",2021,12,"3D"
"Pomorskie",15,0.1,0,0,15,100,0,0,"23-31","marzec",2021,12,"3D"
"Śląskie",2,0.03,0,0,2,100,0,0,"23-31","marzec",2021,12,"3D"
"Świętokrzyskie",4,0.24,1,25,3,75,0,0,"23-31","marzec",2021,12,"3D"
"Warmińsko-Mazurskie",20,1.91,0,0,20,100,0,0,"23-31","marzec",2021,12,"3D"
"Wielkopolskie",25,0.22,1,4,23,92,1,4,"23-31","marzec",2021,12,"3D"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"23-31","marzec",2021,12,"3D"
"Dolnośląskie",4,0.13,0,0,4,100,0,0,"1-7","kwiecień",2021,13,"4A"
"Kujawsko-Pomorskie",11,0.41,0,0,11,100,0,0,"1-7","kwiecień",2021,13,"4A"
"Lubelskie",9,0.58,0,0,9,100,0,0,"1-7","kwiecień",2021,13,"4A"
"Lubuskie",2,1.09,0,0,2,100,0,0,"1-7","kwiecień",2021,13,"4A"
"Łódzkie",2,0.11,0,0,2,100,0,0,"1-7","kwiecień",2021,13,"4A"
"Małopolskie",7,0.2,0,0,7,100,0,0,"1-7","kwiecień",2021,13,"4A"
"Mazowieckie",18,0.15,0,0,15,83.3,3,16.7,"1-7","kwiecień",2021,13,"4A"
"Opolskie",0,0,0,0,0,0,0,0,"1-7","kwiecień",2021,13,"4A"
"Podkarpackie",4,0.68,0,0,4,100,0,0,"1-7","kwiecień",2021,13,"4A"
"Podlaskie",0,0,0,0,0,0,0,0,"1-7","kwiecień",2021,13,"4A"
"Pomorskie",10,0.13,0,0,10,100,0,0,"1-7","kwiecień",2021,13,"4A"
"Śląskie",9,0.14,0,0,9,100,0,0,"1-7","kwiecień",2021,13,"4A"
"Świętokrzyskie",2,0.17,0,0,2,100,0,0,"1-7","kwiecień",2021,13,"4A"
"Warmińsko-Mazurskie",17,2.1,0,0,17,100,0,0,"1-7","kwiecień",2021,13,"4A"
"Wielkopolskie",69,1.14,0,0,68,98.6,1,1.4,"1-7","kwiecień",2021,13,"4A"
"Zachodniopomorskie",5,1,0,0,5,100,3,60,"1-7","kwiecień",2021,13,"4A"
"Dolnośląskie",11,0.37,0,0,11,100,0,0,"8-15","kwiecień",2021,14,"4B"
"Kujawsko-Pomorskie",8,0.27,1,12.5,8,100,0,0,"8-15","kwiecień",2021,14,"4B"
"Lubelskie",3,0.21,1,33.3,2,66.7,0,0,"8-15","kwiecień",2021,14,"4B"
"Lubuskie",0,0,0,0,0,0,0,0,"8-15","kwiecień",2021,14,"4B"
"Łódzkie",6,0.18,0,0,6,100,0,0,"8-15","kwiecień",2021,14,"4B"
"Małopolskie",3,0.1,0,0,1,33.3,2,66.7,"8-15","kwiecień",2021,14,"4B"
"Mazowieckie",15,0.16,0,0,15,100,0,0,"8-15","kwiecień",2021,14,"4B"
"Opolskie",0,0,0,0,0,0,0,0,"8-15","kwiecień",2021,14,"4B"
"Podkarpackie",6,0.62,0,0,6,100,0,0,"8-15","kwiecień",2021,14,"4B"
"Podlaskie",4,0.57,0,0,4,100,0,0,"8-15","kwiecień",2021,14,"4B"
"Pomorskie",20,0.22,0,0,20,100,0,0,"8-15","kwiecień",2021,14,"4B"
"Śląskie",5,0.12,1,20,4,80,0,0,"8-15","kwiecień",2021,14,"4B"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"8-15","kwiecień",2021,14,"4B"
"Warmińsko-Mazurskie",23,2.9,0,0,23,100,0,0,"8-15","kwiecień",2021,14,"4B"
"Wielkopolskie",72,1.01,0,0,71,98.6,1,1.4,"8-15","kwiecień",2021,14,"4B"
"Zachodniopomorskie",2,0.35,0,0,2,100,0,0,"8-15","kwiecień",2021,14,"4B"
"Dolnośląskie",3,0.14,0,0,2,66.7,1,33.3,"16-22","kwiecień",2021,15,"4C"
"Kujawsko-Pomorskie",2,0.1,0,0,2,100,0,0,"16-22","kwiecień",2021,15,"4C"
"Lubelskie",9,0.97,0,0,9,100,0,0,"16-22","kwiecień",2021,15,"4C"
"Lubuskie",0,0,0,0,0,0,0,0,"16-22","kwiecień",2021,15,"4C"
"Łódzkie",11,0.61,0,0,11,100,0,0,"16-22","kwiecień",2021,15,"4C"
"Małopolskie",9,0.35,1,11.1,6,66.7,2,22.2,"16-22","kwiecień",2021,15,"4C"
"Mazowieckie",13,0.19,0,0,11,84.6,2,15.4,"16-22","kwiecień",2021,15,"4C"
"Opolskie",0,0,0,0,0,0,0,0,"16-22","kwiecień",2021,15,"4C"
"Podkarpackie",1,0.3,0,0,1,100,0,0,"16-22","kwiecień",2021,15,"4C"
"Podlaskie",4,0.8,0,0,4,100,0,0,"16-22","kwiecień",2021,15,"4C"
"Pomorskie",14,0.24,0,0,14,100,0,0,"16-22","kwiecień",2021,15,"4C"
"Śląskie",2,0.05,0,0,2,100,0,0,"16-22","kwiecień",2021,15,"4C"
"Świętokrzyskie",4,0.39,0,0,4,100,0,0,"16-22","kwiecień",2021,15,"4C"
"Warmińsko-Mazurskie",6,0.99,0,0,6,100,0,0,"16-22","kwiecień",2021,15,"4C"
"Wielkopolskie",24,0.49,0,0,24,100,0,0,"16-22","kwiecień",2021,15,"4C"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"16-22","kwiecień",2021,15,"4C"
"Dolnośląskie",7,0.37,2,28.6,5,71.4,2,28.6,"23-30","kwiecień",2021,16,"4D"
"Kujawsko-Pomorskie",7,0.33,0,0,7,100,0,0,"23-30","kwiecień",2021,16,"4D"
"Lubelskie",1,0.17,0,0,1,100,0,0,"23-30","kwiecień",2021,16,"4D"
"Lubuskie",0,0,0,0,0,0,0,0,"23-30","kwiecień",2021,16,"4D"
"Łódzkie",3,0.14,0,0,3,100,0,0,"23-30","kwiecień",2021,16,"4D"
"Małopolskie",1,0.04,0,0,1,100,0,0,"23-30","kwiecień",2021,16,"4D"
"Mazowieckie",21,0.32,0,0,16,76.2,5,23.8,"23-30","kwiecień",2021,16,"4D"
"Opolskie",0,0,0,0,0,0,0,0,"23-30","kwiecień",2021,16,"4D"
"Podkarpackie",1,0.32,0,0,1,100,0,0,"23-30","kwiecień",2021,16,"4D"
"Podlaskie",0,0,0,0,0,0,0,0,"23-30","kwiecień",2021,16,"4D"
"Pomorskie",11,0.16,0,0,10,90.9,1,9.1,"23-30","kwiecień",2021,16,"4D"
"Śląskie",1,0.03,0,0,1,100,0,0,"23-30","kwiecień",2021,16,"4D"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"23-30","kwiecień",2021,16,"4D"
"Warmińsko-Mazurskie",20,3.55,0,0,20,100,0,0,"23-30","kwiecień",2021,16,"4D"
"Wielkopolskie",8,0.15,0,0,7,87.5,1,12.5,"23-30","kwiecień",2021,16,"4D"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"23-30","kwiecień",2021,16,"4D"
"Dolnośląskie",2,0.17,0,0,2,100,0,0,"1-7","maj",2021,17,"5A"
"Kujawsko-Pomorskie",8,0.41,0,0,8,100,0,0,"1-7","maj",2021,17,"5A"
"Lubelskie",0,0,0,0,0,0,0,0,"1-7","maj",2021,17,"5A"
"Lubuskie",0,0,0,0,0,0,0,0,"1-7","maj",2021,17,"5A"
"Łódzkie",7,0.52,0,0,7,100,0,0,"1-7","maj",2021,17,"5A"
"Małopolskie",11,0.52,0,0,9,81.8,2,18.2,"1-7","maj",2021,17,"5A"
"Mazowieckie",23,0.33,1,4.3,21,91.3,1,4.3,"1-7","maj",2021,17,"5A"
"Opolskie",0,0,0,0,0,0,0,0,"1-7","maj",2021,17,"5A"
"Podkarpackie",1,0.34,0,0,1,100,0,0,"1-7","maj",2021,17,"5A"
"Podlaskie",0,0,0,0,0,0,0,0,"1-7","maj",2021,17,"5A"
"Pomorskie",14,0.22,0,0,14,100,0,0,"1-7","maj",2021,17,"5A"
"Śląskie",4,0.13,0,0,4,100,0,0,"1-7","maj",2021,17,"5A"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"1-7","maj",2021,17,"5A"
"Warmińsko-Mazurskie",15,2.58,0,0,15,100,0,0,"1-7","maj",2021,17,"5A"
"Wielkopolskie",6,0.12,0,0,6,100,0,0,"1-7","maj",2021,17,"5A"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"1-7","maj",2021,17,"5A"
"Dolnośląskie",1,0.05,0,0,1,100,0,0,"8-15","maj",2021,18,"5B"
"Kujawsko-Pomorskie",11,0.41,0,0,11,100,0,0,"8-15","maj",2021,18,"5B"
"Lubelskie",0,0,0,0,0,0,0,0,"8-15","maj",2021,18,"5B"
"Lubuskie",1,0.36,0,0,1,100,0,0,"8-15","maj",2021,18,"5B"
"Łódzkie",8,0.53,0,0,8,100,0,0,"8-15","maj",2021,18,"5B"
"Małopolskie",6,0.23,0,0,2,33.3,4,66.7,"8-15","maj",2021,18,"5B"
"Mazowieckie",15,0.27,3,20,11,73.3,1,6.7,"8-15","maj",2021,18,"5B"
"Opolskie",0,0,0,0,0,0,0,0,"8-15","maj",2021,18,"5B"
"Podkarpackie",0,0,0,0,0,0,0,0,"8-15","maj",2021,18,"5B"
"Podlaskie",1,0.24,0,0,1,100,0,0,"8-15","maj",2021,18,"5B"
"Pomorskie",51,0.58,12,23.5,37,72.5,6,11.8,"8-15","maj",2021,18,"5B"
"Śląskie",1,0.03,0,0,1,100,0,0,"8-15","maj",2021,18,"5B"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"8-15","maj",2021,18,"5B"
"Warmińsko-Mazurskie",10,1.47,0,0,10,100,0,0,"8-15","maj",2021,18,"5B"
"Wielkopolskie",17,0.29,0,0,16,94.1,1,5.9,"8-15","maj",2021,18,"5B"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"8-15","maj",2021,18,"5B"
"Dolnośląskie",6,0.32,0,0,6,100,0,0,"16-22","maj",2021,19,"5C"
"Kujawsko-Pomorskie",2,0.08,0,0,2,100,0,0,"16-22","maj",2021,19,"5C"
"Lubelskie",0,0,0,0,0,0,0,0,"16-22","maj",2021,19,"5C"
"Lubuskie",0,0,0,0,0,0,0,0,"16-22","maj",2021,19,"5C"
"Łódzkie",4,0.22,0,0,4,100,0,0,"16-22","maj",2021,19,"5C"
"Małopolskie",2,0.08,0,0,2,100,0,0,"16-22","maj",2021,19,"5C"
"Mazowieckie",3,0.04,0,0,2,66.7,1,33.3,"16-22","maj",2021,19,"5C"
"Opolskie",0,0,0,0,0,0,0,0,"16-22","maj",2021,19,"5C"
"Podkarpackie",2,0.52,0,0,2,100,0,0,"16-22","maj",2021,19,"5C"
"Podlaskie",2,0.4,0,0,2,100,0,0,"16-22","maj",2021,19,"5C"
"Pomorskie",23,0.24,8,34.8,11,47.8,5,21.7,"16-22","maj",2021,19,"5C"
"Śląskie",8,0.21,0,0,8,100,0,0,"16-22","maj",2021,19,"5C"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"16-22","maj",2021,19,"5C"
"Warmińsko-Mazurskie",16,2.35,0,0,16,100,0,0,"16-22","maj",2021,19,"5C"
"Wielkopolskie",11,0.16,0,0,11,100,0,0,"16-22","maj",2021,19,"5C"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"16-22","maj",2021,19,"5C"
"Dolnośląskie",6,0.23,0,0,6,100,0,0,"23-31","maj",2021,20,"5D"
"Kujawsko-Pomorskie",15,0.45,0,0,15,100,0,0,"23-31","maj",2021,20,"5D"
"Lubelskie",0,0,0,0,0,0,0,0,"23-31","maj",2021,20,"5D"
"Lubuskie",0,0,0,0,0,0,0,0,"23-31","maj",2021,20,"5D"
"Łódzkie",6,0.27,0,0,6,100,0,0,"23-31","maj",2021,20,"5D"
"Małopolskie",10,0.21,0,0,7,70,3,30,"23-31","maj",2021,20,"5D"
"Mazowieckie",9,0.1,0,0,5,55.6,4,44.4,"23-31","maj",2021,20,"5D"
"Opolskie",0,0,0,0,0,0,0,0,"23-31","maj",2021,20,"5D"
"Podkarpackie",2,0.36,0,0,1,50,1,50,"23-31","maj",2021,20,"5D"
"Podlaskie",1,0.13,0,0,1,100,0,0,"23-31","maj",2021,20,"5D"
"Pomorskie",29,0.21,1,3.4,26,89.7,2,6.9,"23-31","maj",2021,20,"5D"
"Śląskie",1,0.03,0,0,1,100,0,0,"23-31","maj",2021,20,"5D"
"Świętokrzyskie",1,0.17,0,0,1,100,0,0,"23-31","maj",2021,20,"5D"
"Warmińsko-Mazurskie",31,4.13,0,0,31,100,0,0,"23-31","maj",2021,20,"5D"
"Wielkopolskie",17,0.18,0,0,17,100,0,0,"23-31","maj",2021,20,"5D"
"Zachodniopomorskie",1,0.12,0,0,1,100,0,0,"23-31","maj",2021,20,"5D"
"Dolnośląskie",6,0.27,1,16.7,5,83.3,0,0,"1-7","czerwiec",2021,21,"6A"
"Kujawsko-Pomorskie",3,0.11,0,0,3,100,0,0,"1-7","czerwiec",2021,21,"6A"
"Lubelskie",0,0,0,0,0,0,0,0,"1-7","czerwiec",2021,21,"6A"
"Lubuskie",3,1.69,0,0,3,100,0,0,"1-7","czerwiec",2021,21,"6A"
"Łódzkie",8,0.33,0,0,8,100,0,0,"1-7","czerwiec",2021,21,"6A"
"Małopolskie",8,0.2,0,0,4,50,4,50,"1-7","czerwiec",2021,21,"6A"
"Mazowieckie",9,0.12,1,11.1,9,100,0,0,"1-7","czerwiec",2021,21,"6A"
"Opolskie",0,0,0,0,0,0,0,0,"1-7","czerwiec",2021,21,"6A"
"Podkarpackie",3,1.42,0,0,3,100,0,0,"1-7","czerwiec",2021,21,"6A"
"Podlaskie",1,0.15,0,0,1,100,0,0,"1-7","czerwiec",2021,21,"6A"
"Pomorskie",14,0.22,0,0,14,100,0,0,"1-7","czerwiec",2021,21,"6A"
"Śląskie",5,0.12,0,0,5,100,0,0,"1-7","czerwiec",2021,21,"6A"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"1-7","czerwiec",2021,21,"6A"
"Warmińsko-Mazurskie",24,3.27,0,0,24,100,0,0,"1-7","czerwiec",2021,21,"6A"
"Wielkopolskie",8,0.13,0,0,8,100,0,0,"1-7","czerwiec",2021,21,"6A"
"Zachodniopomorskie",1,0.17,0,0,1,100,0,0,"1-7","czerwiec",2021,21,"6A"
"Dolnośląskie",7,0.31,0,0,7,100,0,0,"8-15","czerwiec",2021,22,"6B"
"Kujawsko-Pomorskie",12,0.33,0,0,12,100,0,0,"8-15","czerwiec",2021,22,"6B"
"Lubelskie",1,0.08,0,0,1,100,0,0,"8-15","czerwiec",2021,22,"6B"
"Lubuskie",4,1.09,1,25,3,75,0,0,"8-15","czerwiec",2021,22,"6B"
"Łódzkie",0,0,0,0,0,0,0,0,"8-15","czerwiec",2021,22,"6B"
"Małopolskie",6,0.13,0,0,2,33.3,4,66.7,"8-15","czerwiec",2021,22,"6B"
"Mazowieckie",11,0.12,0,0,5,45.5,6,54.5,"8-15","czerwiec",2021,22,"6B"
"Opolskie",0,0,0,0,0,0,0,0,"8-15","czerwiec",2021,22,"6B"
"Podkarpackie",1,0.25,0,0,1,100,0,0,"8-15","czerwiec",2021,22,"6B"
"Podlaskie",1,0.15,0,0,1,100,0,0,"8-15","czerwiec",2021,22,"6B"
"Pomorskie",42,0.32,7,16.7,27,64.3,8,19,"8-15","czerwiec",2021,22,"6B"
"Śląskie",8,0.18,0,0,8,100,0,0,"8-15","czerwiec",2021,22,"6B"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"8-15","czerwiec",2021,22,"6B"
"Warmińsko-Mazurskie",11,1.47,0,0,11,100,0,0,"8-15","czerwiec",2021,22,"6B"
"Wielkopolskie",15,0.19,0,0,15,100,0,0,"8-15","czerwiec",2021,22,"6B"
"Zachodniopomorskie",1,0.18,0,0,1,100,0,0,"8-15","czerwiec",2021,22,"6B"
"Dolnośląskie",8,0.36,0,0,8,100,0,0,"16-22","czerwiec",2021,23,"6C"
"Kujawsko-Pomorskie",18,0.59,0,0,18,100,0,0,"16-22","czerwiec",2021,23,"6C"
"Lubelskie",1,0.1,0,0,1,100,0,0,"16-22","czerwiec",2021,23,"6C"
"Lubuskie",2,0.87,0,0,2,100,0,0,"16-22","czerwiec",2021,23,"6C"
"Łódzkie",1,0.05,0,0,1,100,0,0,"16-22","czerwiec",2021,23,"6C"
"Małopolskie",6,0.2,0,0,6,100,0,0,"16-22","czerwiec",2021,23,"6C"
"Mazowieckie",13,0.14,1,7.7,9,69.2,3,23.1,"16-22","czerwiec",2021,23,"6C"
"Opolskie",0,0,0,0,0,0,0,0,"16-22","czerwiec",2021,23,"6C"
"Podkarpackie",3,0.74,2,66.7,0,0,1,33.3,"16-22","czerwiec",2021,23,"6C"
"Podlaskie",0,0,0,0,0,0,0,0,"16-22","czerwiec",2021,23,"6C"
"Pomorskie",27,0.23,0,0,27,100,0,0,"16-22","czerwiec",2021,23,"6C"
"Śląskie",4,0.09,0,0,4,100,0,0,"16-22","czerwiec",2021,23,"6C"
"Świętokrzyskie",2,0.22,0,0,2,100,0,0,"16-22","czerwiec",2021,23,"6C"
"Warmińsko-Mazurskie",13,2.2,0,0,13,100,0,0,"16-22","czerwiec",2021,23,"6C"
"Wielkopolskie",25,0.36,0,0,25,100,0,0,"16-22","czerwiec",2021,23,"6C"
"Zachodniopomorskie",1,0.18,0,0,1,100,0,0,"16-22","czerwiec",2021,23,"6C"
"Dolnośląskie",11,0.5,0,0,11,100,0,0,"23-30","czerwiec",2021,24,"6D"
"Kujawsko-Pomorskie",13,0.44,0,0,13,100,0,0,"23-30","czerwiec",2021,24,"6D"
"Lubelskie",0,0,0,0,0,0,0,0,"23-30","czerwiec",2021,24,"6D"
"Lubuskie",0,0,0,0,0,0,0,0,"23-30","czerwiec",2021,24,"6D"
"Łódzkie",2,0.17,0,0,2,100,0,0,"23-30","czerwiec",2021,24,"6D"
"Małopolskie",6,0.16,0,0,3,50,3,50,"23-30","czerwiec",2021,24,"6D"
"Mazowieckie",18,0.21,1,5.6,16,88.9,1,5.6,"23-30","czerwiec",2021,24,"6D"
"Opolskie",0,0,0,0,0,0,0,0,"23-30","czerwiec",2021,24,"6D"
"Podkarpackie",1,0.4,0,0,1,100,0,0,"23-30","czerwiec",2021,24,"6D"
"Podlaskie",3,0.44,0,0,3,100,0,0,"23-30","czerwiec",2021,24,"6D"
"Pomorskie",71,0.67,13,18.3,53,74.6,10,14.1,"23-30","czerwiec",2021,24,"6D"
"Śląskie",5,0.12,0,0,5,100,0,0,"23-30","czerwiec",2021,24,"6D"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"23-30","czerwiec",2021,24,"6D"
"Warmińsko-Mazurskie",21,2.52,0,0,21,100,0,0,"23-30","czerwiec",2021,24,"6D"
"Wielkopolskie",13,0.16,1,7.7,12,92.3,0,0,"23-30","czerwiec",2021,24,"6D"
"Zachodniopomorskie",1,0.18,0,0,1,100,0,0,"23-30","czerwiec",2021,24,"6D"
"Dolnośląskie",7,0.39,1,14.3,5,71.4,1,14.3,"1-7","lipiec",2021,25,"7A"
"Kujawsko-Pomorskie",6,0.26,0,0,6,100,0,0,"1-7","lipiec",2021,25,"7A"
"Lubelskie",0,0,0,0,0,0,0,0,"1-7","lipiec",2021,25,"7A"
"Lubuskie",0,0,0,0,0,0,0,0,"1-7","lipiec",2021,25,"7A"
"Łódzkie",0,0,0,0,0,0,0,0,"1-7","lipiec",2021,25,"7A"
"Małopolskie",6,0.16,0,0,5,83.3,1,16.7,"1-7","lipiec",2021,25,"7A"
"Mazowieckie",8,0.09,0,0,7,87.5,1,12.5,"1-7","lipiec",2021,25,"7A"
"Opolskie",0,0,0,0,0,0,0,0,"1-7","lipiec",2021,25,"7A"
"Podkarpackie",4,0.92,0,0,1,25,3,75,"1-7","lipiec",2021,25,"7A"
"Podlaskie",0,0,0,0,0,0,0,0,"1-7","lipiec",2021,25,"7A"
"Pomorskie",22,0.24,0,0,21,95.5,1,4.5,"1-7","lipiec",2021,25,"7A"
