"woj","o_l","o_z","o_z_wsk","l_0_4","z_0_4","l_5_14","z_5_14","l_15_64","z_15_64","l_65","z_65","dni","miesiac","rok","tydz","numer"
"Zachodniopomorskie",639,5.39,0.86,131,24.57,99,8.38,349,4.42,60,2.68,"1-7","luty",2021,5,"2A"
"Dolnośląskie",2672,11.52,0.46,481,43.7,415,18.14,1441,9.42,335,7.45,"8-15","luty",2021,6,"2B"
"Kujawsko-Pomorskie",3779,22.83,4.57,1021,130.12,726,42.23,1673,15.13,359,12.01,"8-15","luty",2021,6,"2B"
"Lubelskie",2147,12.76,7.22,703,90.12,408,24.13,921,8.24,115,3.62,"8-15","luty",2021,6,"2B"
"Lubuskie",368,4.55,-2.22,97,25.52,64,7.5,181,3.35,26,1.79,"8-15","luty",2021,6,"2B"
"Łódzkie",2259,11.53,1.35,609,68.16,332,17.29,1085,8.5,233,5.81,"8-15","luty",2021,6,"2B"
"Małopolskie",4506,16.5,5.66,1396,93.8,802,27.43,1902,10.46,406,8.62,"8-15","luty",2021,6,"2B"
"Mazowieckie",10770,24.8,5.11,2594,107.79,1837,38.69,5234,18.51,1105,13.84,"8-15","luty",2021,6,"2B"
"Opolskie",726,9.25,2.44,171,49.85,79,11.09,417,7.89,59,3.92,"8-15","luty",2021,6,"2B"
"Podkarpackie",580,3.41,1.39,147,17.61,109,6.26,251,2.18,73,2.49,"8-15","luty",2021,6,"2B"
"Podlaskie",1224,13,4.27,365,79.65,230,24.94,535,8.45,94,5.53,"8-15","luty",2021,6,"2B"
"Pomorskie",9576,51.01,-1.49,2734,259.84,1605,76.23,4541,36.67,696,21.54,"8-15","luty",2021,6,"2B"
"Śląskie",5176,14.35,2.25,1442,85.88,801,22.46,2478,10.42,455,6.46,"8-15","luty",2021,6,"2B"
"Świętokrzyskie",758,7.7,-5.92,215,51.61,136,14.56,336,5.16,71,3.6,"8-15","luty",2021,6,"2B"
"Warmińsko-Mazurskie",991,8.72,1.79,195,36.48,139,11.57,524,6.8,133,6.9,"8-15","luty",2021,6,"2B"
"Wielkopolskie",7886,28.16,1.17,1919,125.38,1418,45.68,3879,20.87,670,14,"8-15","luty",2021,6,"2B"
"Zachodniopomorskie",590,4.36,-1.04,120,19.7,111,8.22,298,3.3,61,2.39,"8-15","luty",2021,6,"2B"
"Dolnośląskie",2878,14.18,2.66,548,56.91,372,18.59,1579,11.79,379,9.64,"16-22","luty",2021,7,"2C"
"Kujawsko-Pomorskie",3088,21.32,-1.51,839,122.2,545,36.23,1441,14.89,263,10.05,"16-22","luty",2021,7,"2C"
"Lubelskie",1822,12.37,-0.38,528,77.35,443,29.94,715,7.31,136,4.89,"16-22","luty",2021,7,"2C"
"Lubuskie",269,3.8,-0.75,62,18.64,46,6.16,145,3.07,16,1.26,"16-22","luty",2021,7,"2C"
"Łódzkie",1929,11.25,-0.28,477,61.01,297,17.68,955,8.55,200,5.7,"16-22","luty",2021,7,"2C"
"Małopolskie",3448,14.43,-2.07,997,76.56,516,20.17,1575,9.9,360,8.73,"16-22","luty",2021,7,"2C"
"Mazowieckie",10863,28.59,3.79,2551,121.14,1950,46.94,5384,21.76,978,13.99,"16-22","luty",2021,7,"2C"
"Opolskie",549,8,-1.26,131,43.65,57,9.14,316,6.83,45,3.42,"16-22","luty",2021,7,"2C"
"Podkarpackie",376,2.53,-0.88,101,13.83,51,3.35,187,1.86,37,1.45,"16-22","luty",2021,7,"2C"
"Podlaskie",1124,13.65,0.64,256,63.84,209,25.9,536,9.67,123,8.27,"16-22","luty",2021,7,"2C"
"Pomorskie",10192,62.04,11.04,2877,312.5,1869,101.46,4611,42.55,835,29.53,"16-22","luty",2021,7,"2C"
"Śląskie",4953,15.7,1.34,1231,83.79,840,26.91,2429,11.68,453,7.35,"16-22","luty",2021,7,"2C"
"Świętokrzyskie",974,11.31,3.61,301,82.57,169,20.67,410,7.19,94,5.45,"16-22","luty",2021,7,"2C"
"Warmińsko-Mazurskie",818,8.23,-0.49,176,37.63,117,11.13,410,6.08,115,6.82,"16-22","luty",2021,7,"2C"
"Wielkopolskie",8119,33.14,4.97,2012,150.24,1345,49.51,4133,25.42,629,15.02,"16-22","luty",2021,7,"2C"
"Zachodniopomorskie",573,4.83,0.48,92,17.26,95,8.04,336,4.25,50,2.24,"16-22","luty",2021,7,"2C"
"Dolnośląskie",2211,12.71,-1.47,411,49.79,245,14.28,1254,10.92,301,8.93,"23-28","luty",2021,8,"2D"
"Kujawsko-Pomorskie",2235,18,-3.32,650,110.45,426,33.04,962,11.6,197,8.78,"23-28","luty",2021,8,"2D"
"Lubelskie",1726,13.68,1.3,501,85.63,422,33.28,700,8.35,103,4.32,"23-28","luty",2021,8,"2D"
"Lubuskie",245,4.04,0.24,38,13.33,38,5.94,146,3.61,23,2.11,"23-28","luty",2021,8,"2D"
"Łódzkie",1864,12.69,1.43,423,63.12,349,24.23,850,8.88,242,8.05,"23-28","luty",2021,8,"2D"
"Małopolskie",3177,15.51,1.08,885,79.29,593,27.04,1368,10.03,331,9.37,"23-28","luty",2021,8,"2D"
"Mazowieckie",8551,26.26,-2.33,1938,107.37,1631,45.81,4162,19.62,820,13.69,"23-28","luty",2021,8,"2D"
"Opolskie",686,11.66,3.66,195,75.8,107,20.02,333,8.4,51,4.52,"23-28","luty",2021,8,"2D"
"Podkarpackie",459,3.6,1.07,117,18.69,74,5.67,236,2.74,32,1.46,"23-28","luty",2021,8,"2D"
"Podlaskie",795,11.26,-2.39,197,57.32,138,19.95,401,8.44,59,4.63,"23-28","luty",2021,8,"2D"
"Pomorskie",6735,47.83,-14.21,1900,240.77,1200,76,3109,33.47,526,21.7,"23-28","luty",2021,8,"2D"
"Śląskie",3642,13.46,-2.23,868,68.93,498,18.62,1941,10.89,335,6.34,"23-28","luty",2021,8,"2D"
"Świętokrzyskie",590,7.99,-3.32,205,65.61,122,17.41,228,4.67,35,2.37,"23-28","luty",2021,8,"2D"
"Warmińsko-Mazurskie",624,7.32,-0.91,121,30.18,91,10.1,275,4.76,137,9.48,"23-28","luty",2021,8,"2D"
"Wielkopolskie",5717,27.22,-5.91,1322,115.17,870,37.37,2965,21.27,560,15.6,"23-28","luty",2021,8,"2D"
"Zachodniopomorskie",486,4.78,-0.05,104,22.76,81,8,264,3.9,37,1.93,"23-28","luty",2021,8,"2D"
"Dolnośląskie",2702,13.32,0.6,443,46,336,16.79,1527,11.4,396,10.07,"1-7","marzec",2021,9,"3A"
"Kujawsko-Pomorskie",3010,20.78,2.78,778,113.31,589,39.16,1366,14.11,277,10.59,"1-7","marzec",2021,9,"3A"
"Lubelskie",1606,10.91,-2.77,426,62.41,450,30.42,602,6.16,128,4.6,"1-7","marzec",2021,9,"3A"
"Lubuskie",276,3.9,-0.14,59,17.74,56,7.5,147,3.11,14,1.1,"1-7","marzec",2021,9,"3A"
"Łódzkie",1318,7.69,-5,276,35.3,256,15.24,631,5.65,155,4.42,"1-7","marzec",2021,9,"3A"
"Małopolskie",3770,15.78,0.27,1042,80.02,682,26.66,1679,10.55,367,8.9,"1-7","marzec",2021,9,"3A"
"Mazowieckie",9881,26.01,-0.25,2444,116.06,1786,42.99,4646,18.77,1005,14.38,"1-7","marzec",2021,9,"3A"
"Opolskie",536,7.81,-3.85,156,51.98,86,13.79,242,5.23,52,3.95,"1-7","marzec",2021,9,"3A"
"Podkarpackie",502,3.37,-0.23,92,12.6,39,2.56,303,3.01,68,2.66,"1-7","marzec",2021,9,"3A"
"Podlaskie",1316,15.98,4.72,314,78.31,296,36.68,586,10.57,120,8.07,"1-7","marzec",2021,9,"3A"
"Pomorskie",8527,51.91,4.08,2405,261.23,1508,81.86,3907,36.05,707,25,"1-7","marzec",2021,9,"3A"
"Śląskie",5032,15.95,2.48,1428,97.2,777,24.89,2444,11.75,383,6.21,"1-7","marzec",2021,9,"3A"
"Świętokrzyskie",826,9.59,1.6,211,57.88,137,16.76,384,6.73,94,5.45,"1-7","marzec",2021,9,"3A"
"Warmińsko-Mazurskie",781,7.85,0.53,153,32.71,118,11.23,347,5.15,163,9.66,"1-7","marzec",2021,9,"3A"
"Wielkopolskie",6900,28.16,0.94,1761,131.49,1081,39.79,3484,21.43,574,13.71,"1-7","marzec",2021,9,"3A"
"Zachodniopomorskie",534,4.51,-0.28,110,20.63,91,7.7,276,3.49,57,2.55,"1-7","marzec",2021,9,"3A"
"Dolnośląskie",3648,15.73,2.42,656,59.61,454,19.85,2022,13.21,516,11.48,"8-15","marzec",2021,10,"3B"
"Kujawsko-Pomorskie",4557,27.53,6.75,1229,156.62,882,51.31,2061,18.63,385,12.88,"8-15","marzec",2021,10,"3B"
"Lubelskie",2646,15.72,4.82,752,96.4,701,41.46,1009,9.03,184,5.79,"8-15","marzec",2021,10,"3B"
"Lubuskie",300,3.71,-0.19,77,20.26,70,8.2,132,2.45,21,1.45,"8-15","marzec",2021,10,"3B"
"Łódzkie",3662,18.69,11,834,93.34,616,32.08,1680,13.16,532,13.28,"8-15","marzec",2021,10,"3B"
"Małopolskie",4588,16.8,1.02,1141,76.67,658,22.51,2311,12.71,478,10.15,"8-15","marzec",2021,10,"3B"
"Mazowieckie",13940,32.1,6.1,3126,129.89,2676,56.37,6399,22.62,1739,21.77,"8-15","marzec",2021,10,"3B"
"Opolskie",693,8.83,1.03,209,60.93,89,12.49,342,6.47,53,3.52,"8-15","marzec",2021,10,"3B"
"Podkarpackie",1018,5.99,2.61,272,32.59,92,5.28,542,4.71,112,3.83,"8-15","marzec",2021,10,"3B"
"Podlaskie",1314,13.96,-2.02,368,80.3,333,36.1,524,8.27,89,5.24,"8-15","marzec",2021,10,"3B"
"Pomorskie",12307,65.55,13.65,3367,320,2211,105.02,5795,46.79,934,28.9,"8-15","marzec",2021,10,"3B"
"Śląskie",6600,18.3,2.35,1507,89.75,877,24.59,3450,14.51,766,10.87,"8-15","marzec",2021,10,"3B"
"Świętokrzyskie",713,7.25,-2.35,200,48.01,124,13.27,320,4.91,69,3.5,"8-15","marzec",2021,10,"3B"
"Warmińsko-Mazurskie",798,7.02,-0.83,162,30.31,105,8.74,430,5.58,101,5.24,"8-15","marzec",2021,10,"3B"
"Wielkopolskie",10380,37.07,8.91,2490,162.69,1709,55.05,5282,28.42,899,18.79,"8-15","marzec",2021,10,"3B"
"Zachodniopomorskie",616,4.55,0.04,126,20.68,115,8.52,332,3.68,43,1.68,"8-15","marzec",2021,10,"3B"
"Dolnośląskie",3265,16.09,0.36,523,54.31,370,18.49,1856,13.86,516,13.12,"16-22","marzec",2021,11,"3C"
"Kujawsko-Pomorskie",4076,28.14,0.61,1036,150.89,854,56.77,1814,18.74,372,14.22,"16-22","marzec",2021,11,"3C"
"Lubelskie",1676,11.38,-4.34,434,63.58,492,33.26,621,6.35,129,4.64,"16-22","marzec",2021,11,"3C"
"Lubuskie",226,3.2,-0.52,57,17.14,44,5.89,106,2.25,19,1.49,"16-22","marzec",2021,11,"3C"
"Łódzkie",1494,8.72,-9.98,307,39.27,239,14.22,779,6.97,169,4.82,"16-22","marzec",2021,11,"3C"
"Małopolskie",4290,17.95,1.15,1063,81.63,632,24.7,2142,13.46,453,10.99,"16-22","marzec",2021,11,"3C"
"Mazowieckie",14131,37.19,5.09,3301,156.76,2687,64.68,6796,27.46,1347,19.27,"16-22","marzec",2021,11,"3C"
"Opolskie",770,11.22,2.38,233,77.63,143,22.93,330,7.13,64,4.86,"16-22","marzec",2021,11,"3C"
"Podkarpackie",428,2.88,-3.11,125,17.12,60,3.94,198,1.97,45,1.76,"16-22","marzec",2021,11,"3C"
"Podlaskie",1123,13.64,-0.32,277,69.08,297,36.8,468,8.45,81,5.45,"16-22","marzec",2021,11,"3C"
"Pomorskie",12002,73.06,7.51,3233,351.16,2246,121.92,5606,51.73,917,32.43,"16-22","marzec",2021,11,"3C"
"Śląskie",5241,16.61,-1.69,1206,82.09,723,23.16,2781,13.37,531,8.61,"16-22","marzec",2021,11,"3C"
"Świętokrzyskie",1986,23.07,15.82,601,164.87,392,47.95,830,14.56,163,9.44,"16-22","marzec",2021,11,"3C"
"Warmińsko-Mazurskie",947,9.52,2.5,155,33.14,133,12.66,506,7.51,153,9.07,"16-22","marzec",2021,11,"3C"
"Wielkopolskie",8180,33.38,-3.68,1733,129.4,1339,49.29,4342,26.7,766,18.3,"16-22","marzec",2021,11,"3C"
"Zachodniopomorskie",670,5.65,1.11,130,24.38,123,10.41,379,4.8,38,1.7,"16-22","marzec",2021,11,"3C"
"Dolnośląskie",3725,14.28,-1.81,476,38.44,411,15.97,2217,12.88,621,12.28,"23-31","marzec",2021,12,"3D"
"Kujawsko-Pomorskie",5057,27.15,-0.99,1226,138.88,1036,53.57,2293,18.43,502,14.92,"23-31","marzec",2021,12,"3D"
"Lubelskie",2801,14.8,3.41,732,83.41,544,28.6,1274,10.13,251,7.02,"23-31","marzec",2021,12,"3D"
"Lubuskie",244,2.68,-0.51,63,14.73,47,4.9,114,1.88,20,1.22,"23-31","marzec",2021,12,"3D"
"Łódzkie",3342,15.16,6.45,595,59.19,530,24.53,1783,12.41,434,9.63,"23-31","marzec",2021,12,"3D"
"Małopolskie",5393,17.55,-0.4,1394,83.26,893,27.15,2567,12.55,539,10.17,"23-31","marzec",2021,12,"3D"
"Mazowieckie",14263,29.2,-7.99,3196,118.05,2540,47.56,6998,21.99,1529,17.02,"23-31","marzec",2021,12,"3D"
"Opolskie",1124,12.73,1.52,300,77.74,124,15.47,602,10.12,98,5.79,"23-31","marzec",2021,12,"3D"
"Podkarpackie",768,4.01,1.14,187,19.91,88,4.49,417,3.22,76,2.31,"23-31","marzec",2021,12,"3D"
"Podlaskie",1378,13.01,-0.62,357,69.24,273,26.31,617,8.66,131,6.85,"23-31","marzec",2021,12,"3D"
"Pomorskie",14745,69.81,-3.25,4356,368,2434,102.77,6764,48.55,1191,32.76,"23-31","marzec",2021,12,"3D"
"Śląskie",6219,15.33,-1.28,1256,66.49,868,21.63,3378,12.63,717,9.05,"23-31","marzec",2021,12,"3D"
"Świętokrzyskie",1659,14.99,-8.08,377,80.44,283,26.92,765,10.43,234,10.54,"23-31","marzec",2021,12,"3D"
"Warmińsko-Mazurskie",1046,8.18,-1.34,184,30.6,176,13.03,542,6.26,144,6.64,"23-31","marzec",2021,12,"3D"
"Wielkopolskie",11554,36.68,3.29,2898,168.31,1953,55.92,5627,26.92,1076,19.99,"23-31","marzec",2021,12,"3D"
"Zachodniopomorskie",705,4.63,-1.03,122,17.8,120,7.9,384,3.78,79,2.75,"23-31","marzec",2021,12,"3D"
"Dolnośląskie",3136,15.46,0.85,533,55.35,387,19.33,1659,12.39,557,14.16,"1-7","kwiecień",2021,13,"4A"
"Kujawsko-Pomorskie",2710,18.71,-8.44,677,98.6,465,30.91,1262,13.04,306,11.7,"1-7","kwiecień",2021,13,"4A"
"Lubelskie",1551,10.53,-4.26,398,58.31,212,14.33,783,8.01,158,5.68,"1-7","kwiecień",2021,13,"4A"
"Lubuskie",184,2.6,-0.08,31,9.32,18,2.41,110,2.33,25,1.97,"1-7","kwiecień",2021,13,"4A"
"Łódzkie",1843,10.75,-4.41,414,52.95,306,18.21,915,8.19,208,5.93,"1-7","kwiecień",2021,13,"4A"
"Małopolskie",3569,14.93,-2.62,921,70.73,491,19.19,1764,11.08,393,9.53,"1-7","kwiecień",2021,13,"4A"
"Mazowieckie",12341,32.48,3.28,2701,128.27,1923,46.29,6220,25.13,1497,21.42,"1-7","kwiecień",2021,13,"4A"
"Opolskie",448,6.53,-6.21,92,30.65,53,8.5,252,5.45,51,3.88,"1-7","kwiecień",2021,13,"4A"
"Podkarpackie",592,3.98,-0.04,141,19.31,69,4.53,316,3.14,66,2.58,"1-7","kwiecień",2021,13,"4A"
"Podlaskie",848,10.3,-2.72,205,51.12,161,19.95,402,7.25,80,5.38,"1-7","kwiecień",2021,13,"4A"
"Pomorskie",7683,46.77,-23.04,2228,242,1263,68.56,3534,32.61,658,23.27,"1-7","kwiecień",2021,13,"4A"
"Śląskie",6631,21.01,5.69,1489,101.35,808,25.89,3582,17.22,752,12.2,"1-7","kwiecień",2021,13,"4A"
"Świętokrzyskie",1158,13.45,-1.54,257,70.5,222,27.15,574,10.07,105,6.08,"1-7","kwiecień",2021,13,"4A"
"Warmińsko-Mazurskie",808,8.13,-0.06,136,29.08,119,11.32,401,5.95,152,9.01,"1-7","kwiecień",2021,13,"4A"
"Wielkopolskie",6057,24.72,-11.96,1422,106.18,852,31.36,3154,19.4,629,15.02,"1-7","kwiecień",2021,13,"4A"
"Zachodniopomorskie",498,4.2,-0.42,62,11.63,66,5.59,326,4.13,44,1.97,"1-7","kwiecień",2021,13,"4A"
"Dolnośląskie",2977,12.84,-2.62,360,32.71,230,10.05,1893,12.37,494,10.99,"8-15","kwiecień",2021,14,"4B"
"Kujawsko-Pomorskie",2949,17.81,-0.89,558,71.11,400,23.27,1591,14.38,400,13.38,"8-15","kwiecień",2021,14,"4B"
"Lubelskie",1451,8.62,-1.91,278,35.64,230,13.6,764,6.84,179,5.63,"8-15","kwiecień",2021,14,"4B"
"Lubuskie",189,2.34,-0.26,37,9.74,20,2.34,111,2.06,21,1.45,"8-15","kwiecień",2021,14,"4B"
"Łódzkie",3288,16.78,6.03,616,68.94,526,27.39,1567,12.27,579,14.45,"8-15","kwiecień",2021,14,"4B"
"Małopolskie",3101,11.35,-3.58,617,41.46,287,9.82,1809,9.95,388,8.24,"8-15","kwiecień",2021,14,"4B"
"Mazowieckie",9475,21.82,-10.66,1765,73.34,1047,22.05,5385,19.04,1278,16,"8-15","kwiecień",2021,14,"4B"
"Opolskie",683,8.7,2.18,119,34.69,49,6.88,432,8.17,83,5.52,"8-15","kwiecień",2021,14,"4B"
"Podkarpackie",971,5.71,1.73,144,17.25,89,5.11,607,5.28,131,4.48,"8-15","kwiecień",2021,14,"4B"
"Podlaskie",702,7.46,-2.84,135,29.46,111,12.03,334,5.27,122,7.18,"8-15","kwiecień",2021,14,"4B"
"Pomorskie",9185,48.92,2.15,2173,206.52,1169,55.53,4851,39.17,992,30.7,"8-15","kwiecień",2021,14,"4B"
"Śląskie",4230,11.73,-9.28,625,37.22,395,11.07,2619,11.02,591,8.39,"8-15","kwiecień",2021,14,"4B"
"Świętokrzyskie",1119,11.37,-2.08,326,78.25,172,18.41,480,7.37,141,7.15,"8-15","kwiecień",2021,14,"4B"
"Warmińsko-Mazurskie",794,6.99,-1.14,122,22.82,100,8.33,441,5.73,131,6.8,"8-15","kwiecień",2021,14,"4B"
"Wielkopolskie",7151,25.54,0.82,1296,84.68,893,28.76,4022,21.64,940,19.64,"8-15","kwiecień",2021,14,"4B"
"Zachodniopomorskie",572,4.22,0.02,109,17.89,72,5.33,340,3.76,51,2,"8-15","kwiecień",2021,14,"4B"
"Dolnośląskie",2178,10.73,-2.1,255,26.48,148,7.39,1361,10.16,414,10.53,"16-22","kwiecień",2021,15,"4C"
"Kujawsko-Pomorskie",1970,13.6,-4.21,347,50.54,290,19.28,1053,10.88,280,10.7,"16-22","kwiecień",2021,15,"4C"
"Lubelskie",925,6.28,-2.34,186,27.25,124,8.38,483,4.94,132,4.75,"16-22","kwiecień",2021,15,"4C"
"Lubuskie",180,2.55,0.21,19,5.71,17,2.28,131,2.77,13,1.02,"16-22","kwiecień",2021,15,"4C"
"Łódzkie",1805,10.53,-6.25,238,30.44,217,12.91,1020,9.13,330,9.41,"16-22","kwiecień",2021,15,"4C"
"Małopolskie",2601,10.88,-0.47,375,28.8,208,8.13,1607,10.1,411,9.97,"16-22","kwiecień",2021,15,"4C"
"Mazowieckie",6750,17.76,-4.05,1117,53.04,699,16.83,3945,15.94,989,14.15,"16-22","kwiecień",2021,15,"4C"
"Opolskie",543,7.91,-0.8,86,28.65,55,8.82,329,7.11,73,5.55,"16-22","kwiecień",2021,15,"4C"
"Podkarpackie",336,2.26,-3.45,47,6.44,29,1.9,213,2.12,47,1.84,"16-22","kwiecień",2021,15,"4C"
"Podlaskie",499,6.06,-1.4,85,21.2,71,8.8,269,4.85,74,4.98,"16-22","kwiecień",2021,15,"4C"
"Pomorskie",5888,35.84,-13.08,1490,161.84,796,43.21,2988,27.57,614,21.71,"16-22","kwiecień",2021,15,"4C"
"Śląskie",4097,12.98,1.25,464,31.58,325,10.41,2721,13.08,587,9.52,"16-22","kwiecień",2021,15,"4C"
"Świętokrzyskie",1018,11.82,0.45,216,59.25,73,8.93,574,10.07,155,8.98,"16-22","kwiecień",2021,15,"4C"
"Warmińsko-Mazurskie",606,6.09,-0.89,114,24.37,90,8.56,269,3.99,133,7.89,"16-22","kwiecień",2021,15,"4C"
"Wielkopolskie",4870,19.88,-5.66,885,66.08,613,22.57,2805,17.25,567,13.54,"16-22","kwiecień",2021,15,"4C"
"Zachodniopomorskie",529,4.46,0.24,77,14.44,43,3.64,347,4.39,62,2.77,"16-22","kwiecień",2021,15,"4C"
"Dolnośląskie",1897,8.18,-2.55,238,21.63,164,7.17,1106,7.23,389,8.65,"23-30","kwiecień",2021,16,"4D"
"Kujawsko-Pomorskie",2143,12.95,-0.65,497,63.34,329,19.14,1067,9.65,250,8.36,"23-30","kwiecień",2021,16,"4D"
"Lubelskie",601,3.57,-2.71,110,14.1,84,4.97,342,3.06,65,2.04,"23-30","kwiecień",2021,16,"4D"
"Lubuskie",180,2.23,-0.32,37,9.74,22,2.58,108,2,13,0.89,"23-30","kwiecień",2021,16,"4D"
"Łódzkie",2202,11.24,0.71,355,39.73,291,15.15,1230,9.63,326,8.14,"23-30","kwiecień",2021,16,"4D"
"Małopolskie",2853,10.45,-0.44,688,46.23,374,12.79,1445,7.94,346,7.34,"23-30","kwiecień",2021,16,"4D"
"Mazowieckie",6509,14.99,-2.78,1071,44.5,753,15.86,3685,13.03,1000,12.52,"23-30","kwiecień",2021,16,"4D"
"Opolskie",462,5.89,-2.02,87,25.36,49,6.88,268,5.07,58,3.86,"23-30","kwiecień",2021,16,"4D"
"Podkarpackie",312,1.83,-0.42,66,7.91,37,2.12,173,1.5,36,1.23,"23-30","kwiecień",2021,16,"4D"
"Podlaskie",336,3.57,-2.49,80,17.46,52,5.64,157,2.48,47,2.77,"23-30","kwiecień",2021,16,"4D"
"Pomorskie",6808,36.26,0.42,2043,194.17,1116,53.01,3029,24.46,620,19.19,"23-30","kwiecień",2021,16,"4D"
"Śląskie",3383,9.38,-3.6,503,29.96,340,9.53,2035,8.56,505,7.17,"23-30","kwiecień",2021,16,"4D"
"Świętokrzyskie",456,4.63,-7.19,87,20.88,39,4.17,258,3.96,72,3.65,"23-30","kwiecień",2021,16,"4D"
"Warmińsko-Mazurskie",563,4.95,-1.14,114,21.33,97,8.08,243,3.16,109,5.65,"23-30","kwiecień",2021,16,"4D"
"Wielkopolskie",5472,19.54,-0.33,1147,74.94,764,24.61,2905,15.63,656,13.71,"23-30","kwiecień",2021,16,"4D"
"Zachodniopomorskie",451,3.33,-1.13,100,16.41,61,4.52,245,2.71,45,1.76,"23-30","kwiecień",2021,16,"4D"
"Dolnośląskie",1180,5.83,-2.37,243,25.32,136,6.78,621,4.67,180,4.53,"1-7","maj",2021,17,"5A"
"Kujawsko-Pomorskie",1962,13.59,0.6,526,77.23,426,28.39,874,9.1,136,5.15,"1-7","maj",2021,17,"5A"
"Lubelskie",1028,7.01,3.42,225,33.3,102,6.91,608,6.26,93,3.32,"1-7","maj",2021,17,"5A"
"Lubuskie",150,2.13,-0.11,36,10.91,29,3.89,76,1.62,9,0.7,"1-7","maj",2021,17,"5A"
"Łódzkie",1346,7.89,-3.4,259,33.32,186,11.08,700,6.32,201,5.7,"1-7","maj",2021,17,"5A"
"Małopolskie",2104,8.81,-1.64,557,42.78,314,12.24,966,6.09,267,6.43,"1-7","maj",2021,17,"5A"
"Mazowieckie",6933,18.26,3.26,1569,74.66,1031,24.7,3454,14.01,879,12.48,"1-7","maj",2021,17,"5A"
"Opolskie",351,5.13,-0.78,94,31.51,43,6.9,176,3.83,38,2.87,"1-7","maj",2021,17,"5A"
"Podkarpackie",290,1.95,0.11,71,9.74,28,1.84,160,1.6,31,1.2,"1-7","maj",2021,17,"5A"
"Podlaskie",448,5.45,1.88,135,33.84,82,10.16,188,3.41,43,2.87,"1-7","maj",2021,17,"5A"
"Pomorskie",6491,39.51,3.25,2399,260.58,1430,77.38,2183,20.22,479,16.73,"1-7","maj",2021,17,"5A"
"Śląskie",3111,9.89,0.48,751,51.52,363,11.61,1599,7.74,398,6.4,"1-7","maj",2021,17,"5A"
"Świętokrzyskie",943,11,6.35,182,50.5,110,13.49,506,8.94,145,8.35,"1-7","maj",2021,17,"5A"
"Warmińsko-Mazurskie",581,5.86,0.89,134,28.94,102,9.74,253,3.78,92,5.39,"1-7","maj",2021,17,"5A"
"Wielkopolskie",4987,20.38,0.81,1359,101.97,883,32.44,2232,13.78,513,12.13,"1-7","maj",2021,17,"5A"
"Zachodniopomorskie",379,3.21,-0.13,120,22.73,72,6.11,164,2.09,23,1.01,"1-7","maj",2021,17,"5A"
"Dolnośląskie",2053,8.88,3.05,459,41.85,316,13.79,1015,6.68,263,5.79,"8-15","maj",2021,18,"5B"
"Kujawsko-Pomorskie",2710,16.43,2.84,833,107.02,632,36.85,1036,9.43,209,6.92,"8-15","maj",2021,18,"5B"
"Lubelskie",733,4.37,-2.64,213,27.58,131,7.77,324,2.92,65,2.03,"8-15","maj",2021,18,"5B"
"Lubuskie",275,3.41,1.29,90,23.87,80,9.4,92,1.72,13,0.89,"8-15","maj",2021,18,"5B"
"Łódzkie",1498,7.68,-0.21,395,44.47,258,13.45,660,5.21,185,4.59,"8-15","maj",2021,18,"5B"
"Małopolskie",2629,9.64,0.82,878,59,516,17.6,989,5.46,246,5.19,"8-15","maj",2021,18,"5B"
"Mazowieckie",5561,12.81,-5.44,1424,59.29,1067,22.37,2539,9.01,531,6.6,"8-15","maj",2021,18,"5B"
"Opolskie",422,5.4,0.27,125,36.66,58,8.15,188,3.58,51,3.37,"8-15","maj",2021,18,"5B"
"Podkarpackie",531,3.13,1.18,131,15.73,118,6.79,198,1.73,84,2.85,"8-15","maj",2021,18,"5B"
"Podlaskie",415,4.42,-1.03,130,28.51,110,11.93,143,2.27,32,1.87,"8-15","maj",2021,18,"5B"
"Pomorskie",8813,46.94,7.43,3393,322.48,2163,102.41,2664,21.59,593,18.13,"8-15","maj",2021,18,"5B"
"Śląskie",3101,8.63,-1.26,896,53.78,537,15.03,1327,5.62,341,4.8,"8-15","maj",2021,18,"5B"
"Świętokrzyskie",476,4.86,-6.14,198,48.07,76,8.16,169,2.61,33,1.66,"8-15","maj",2021,18,"5B"
"Warmińsko-Mazurskie",681,6.01,0.15,176,33.26,179,14.96,252,3.29,74,3.79,"8-15","maj",2021,18,"5B"
"Wielkopolskie",5942,21.24,0.87,1877,123.24,1249,40.15,2367,12.79,449,9.29,"8-15","maj",2021,18,"5B"
"Zachodniopomorskie",404,2.99,-0.22,124,20.55,94,6.98,165,1.84,21,0.81,"8-15","maj",2021,18,"5B"
"Dolnośląskie",1904,9.41,0.53,526,54.82,391,19.5,789,5.93,198,4.98,"16-22","maj",2021,19,"5C"
"Kujawsko-Pomorskie",2586,17.92,1.49,854,125.39,621,41.38,907,9.44,204,7.72,"16-22","maj",2021,19,"5C"
"Lubelskie",1232,8.4,4.03,328,48.54,271,18.37,535,5.51,98,3.5,"16-22","maj",2021,19,"5C"
"Lubuskie",298,4.23,0.81,130,39.41,77,10.34,83,1.77,8,0.62,"16-22","maj",2021,19,"5C"
"Łódzkie",1830,10.72,3.04,519,66.77,380,22.63,747,6.74,184,5.22,"16-22","maj",2021,19,"5C"
"Małopolskie",2488,10.42,0.79,834,64.05,540,21.05,891,5.62,223,5.37,"16-22","maj",2021,19,"5C"
