"woj","o_l","o_z","o_z_wsk","l_0_4","z_0_4","l_5_14","z_5_14","l_15_64","z_15_64","l_65","z_65","tydz","data"
"Łódzkie",452,2.22,0.5,37,3.88,103,5.38,235,1.63,77,2.53,"2010_04B","8_do_15_kwietnia_2010"
"Małopolskie",286,1.09,-1.72,45,3.28,50,1.74,165,0.89,26,0.73,"2010_04B","8_do_15_kwietnia_2010"
"Mazowieckie",1795,4.3,-0.58,465,21.15,372,9,741,2.53,217,3.59,"2010_04B","8_do_15_kwietnia_2010"
"Opolskie",645,7.81,-7.18,162,46.91,101,12.87,323,5.43,59,5.03,"2010_04B","8_do_15_kwietnia_2010"
"Podkarpackie",253,1.51,1.1,118,13.99,76,4.01,52,0.44,7,0.32,"2010_04B","8_do_15_kwietnia_2010"
"Podlaskie",326,3.42,-1.23,97,21.46,90,9.01,119,1.78,20,1.43,"2010_04B","8_do_15_kwietnia_2010"
"Pomorskie",186,1.04,-1.78,70,6.89,42,2.18,66,0.52,8,0.37,"2010_04B","8_do_15_kwietnia_2010"
"Śląskie",245,0.66,-0.76,35,2.01,41,1.19,146,0.55,23,0.44,"2010_04B","8_do_15_kwietnia_2010"
"Świętokrzyskie",6,0.06,0.04,2,0.42,0,0,3,0.04,1,0.07,"2010_04B","8_do_15_kwietnia_2010"
"Warmińsko-Mazurskie",722,6.32,2.87,131,21.37,149,11.85,295,3.59,147,10.95,"2010_04B","8_do_15_kwietnia_2010"
"Wielkopolskie",1703,6.26,0.34,514,34.11,346,11.94,690,3.52,153,4.74,"2010_04B","8_do_15_kwietnia_2010"
"Zachodniopomorskie",296,2.19,0.13,57,8.42,50,3.65,140,1.42,49,2.95,"2010_04B","8_do_15_kwietnia_2010"
"Dolnośląskie",1085,5.39,0.5,265,27.61,339,18.06,422,2.89,59,2.18,"2010_04C","16_do_22_kwietnia_2010"
"Kujawsko-Pomorskie",394,2.72,0.24,69,9.16,81,5.29,195,1.88,49,2.69,"2010_04C","16_do_22_kwietnia_2010"
"Lubelskie",182,1.2,-0.01,46,6.08,49,3.05,77,0.73,10,0.46,"2010_04C","16_do_22_kwietnia_2010"
"Lubuskie",8,0.11,0.01,0,0,2,0.27,5,0.1,1,0.12,"2010_04C","16_do_22_kwietnia_2010"
"Łódzkie",403,2.26,0.04,60,7.18,87,5.19,227,1.8,29,1.09,"2010_04C","16_do_22_kwietnia_2010"
"Małopolskie",190,0.82,-0.26,27,2.25,51,2.03,95,0.59,17,0.55,"2010_04C","16_do_22_kwietnia_2010"
"Mazowieckie",1750,4.79,0.49,425,22.09,480,13.27,678,2.64,167,3.16,"2010_04C","16_do_22_kwietnia_2010"
"Opolskie",582,8.06,0.24,125,41.36,112,16.31,299,5.74,46,4.49,"2010_04C","16_do_22_kwietnia_2010"
"Podkarpackie",60,0.41,-1.1,8,1.08,7,0.42,38,0.37,7,0.37,"2010_04C","16_do_22_kwietnia_2010"
"Podlaskie",192,2.3,-1.12,56,14.16,35,4,87,1.49,14,1.14,"2010_04C","16_do_22_kwietnia_2010"
"Pomorskie",314,2.02,0.97,114,12.82,46,2.73,129,1.16,25,1.31,"2010_04C","16_do_22_kwietnia_2010"
"Śląskie",330,1.02,0.36,52,3.41,40,1.33,201,0.86,37,0.81,"2010_04C","16_do_22_kwietnia_2010"
"Świętokrzyskie",1,0.01,-0.05,0,0,0,0,0,0,1,0.08,"2010_04C","16_do_22_kwietnia_2010"
"Warmińsko-Mazurskie",281,2.81,-3.51,76,14.17,59,5.36,109,1.52,37,3.15,"2010_04C","16_do_22_kwietnia_2010"
"Wielkopolskie",1120,4.7,-1.55,323,24.49,278,10.96,419,2.44,100,3.54,"2010_04C","16_do_22_kwietnia_2010"
"Zachodniopomorskie",214,1.81,-0.38,52,8.78,46,3.83,98,1.14,18,1.24,"2010_04C","16_do_22_kwietnia_2010"
"Dolnośląskie",476,2.07,-3.32,90,8.2,134,6.25,215,1.29,37,1.2,"2010_04D","23_do_30_kwietnia_2010"
"Kujawsko-Pomorskie",421,2.54,-0.18,84,9.76,79,4.51,201,1.69,57,2.74,"2010_04D","23_do_30_kwietnia_2010"
"Lubelskie",199,1.15,-0.05,41,4.74,60,3.27,86,0.71,12,0.48,"2010_04D","23_do_30_kwietnia_2010"
"Lubuskie",6,0.07,-0.04,1,0.24,4,0.48,1,0.02,0,0,"2010_04D","23_do_30_kwietnia_2010"
"Łódzkie",253,1.24,-1.02,36,3.77,47,2.45,138,0.95,32,1.05,"2010_04D","23_do_30_kwietnia_2010"
"Małopolskie",1441,5.47,4.65,127,9.25,53,1.85,1203,6.49,58,1.63,"2010_04D","23_do_30_kwietnia_2010"
"Mazowieckie",1741,4.17,-0.62,422,19.19,428,10.36,715,2.44,176,2.91,"2010_04D","23_do_30_kwietnia_2010"
"Opolskie",238,2.88,-5.17,50,14.48,49,6.24,116,1.95,23,1.96,"2010_04D","23_do_30_kwietnia_2010"
"Podkarpackie",79,0.47,0.06,7,0.83,11,0.58,59,0.5,2,0.09,"2010_04D","23_do_30_kwietnia_2010"
"Podlaskie",274,2.88,0.57,90,19.91,82,8.21,83,1.24,19,1.35,"2010_04D","23_do_30_kwietnia_2010"
"Pomorskie",172,0.97,-1.05,61,6,18,0.93,70,0.55,23,1.06,"2010_04D","23_do_30_kwietnia_2010"
"Śląskie",315,0.85,-0.17,43,2.47,65,1.89,179,0.67,28,0.53,"2010_04D","23_do_30_kwietnia_2010"
"Świętokrzyskie",0,0,-0.01,0,0,0,0,0,0,0,0,"2010_04D","23_do_30_kwietnia_2010"
"Warmińsko-Mazurskie",481,4.21,1.4,93,15.17,135,10.74,174,2.12,79,5.89,"2010_04D","23_do_30_kwietnia_2010"
"Wielkopolskie",1164,4.28,-0.43,368,24.42,295,10.18,430,2.19,71,2.2,"2010_04D","23_do_30_kwietnia_2010"
"Zachodniopomorskie",279,2.06,0.25,45,6.65,59,4.3,131,1.33,44,2.65,"2010_04D","23_do_30_kwietnia_2010"
"Dolnośląskie",790,3.92,1.85,204,21.25,266,14.17,289,1.98,31,1.14,"2010_05A","1_do_7_maja_2010"
"Kujawsko-Pomorskie",262,1.81,-0.73,52,6.9,54,3.52,135,1.3,21,1.15,"2010_05A","1_do_7_maja_2010"
"Lubelskie",164,1.08,-0.07,38,5.02,50,3.11,62,0.59,14,0.65,"2010_05A","1_do_7_maja_2010"
"Lubuskie",7,0.1,0.02,3,0.81,2,0.27,2,0.04,0,0,"2010_05A","1_do_7_maja_2010"
"Łódzkie",122,0.68,-0.56,14,1.68,33,1.97,59,0.47,16,0.6,"2010_05A","1_do_7_maja_2010"
"Małopolskie",941,4.08,-1.39,156,12.98,161,6.41,557,3.43,67,2.15,"2010_05A","1_do_7_maja_2010"
"Mazowieckie",1656,4.54,0.36,452,23.5,415,11.48,649,2.53,140,2.65,"2010_05A","1_do_7_maja_2010"
"Opolskie",189,2.62,-0.27,29,9.6,40,5.82,106,2.03,14,1.37,"2010_05A","1_do_7_maja_2010"
"Podkarpackie",0,0,-0.47,0,0,0,0,0,0,0,0,"2010_05A","1_do_7_maja_2010"
"Podlaskie",83,1,-1.88,17,4.3,19,2.17,40,0.69,7,0.57,"2010_05A","1_do_7_maja_2010"
"Pomorskie",94,0.6,-0.36,41,4.61,24,1.42,27,0.24,2,0.11,"2010_05A","1_do_7_maja_2010"
"Śląskie",236,0.73,-0.12,43,2.82,46,1.53,137,0.59,10,0.22,"2010_05A","1_do_7_maja_2010"
"Świętokrzyskie",0,0,0,0,0,0,0,0,0,0,0,"2010_05A","1_do_7_maja_2010"
"Warmińsko-Mazurskie",264,2.64,-1.57,84,15.66,64,5.82,102,1.42,14,1.19,"2010_05A","1_do_7_maja_2010"
"Wielkopolskie",1218,5.11,0.84,384,29.12,283,11.16,481,2.81,70,2.48,"2010_05A","1_do_7_maja_2010"
"Zachodniopomorskie",107,0.9,-1.16,19,3.21,13,1.08,71,0.82,4,0.28,"2010_05A","1_do_7_maja_2010"
"Dolnośląskie",627,2.72,-1.2,165,15.04,237,11.05,209,1.25,16,0.52,"2010_05B","8_do_15_maja_2010"
"Kujawsko-Pomorskie",313,1.89,0.08,54,6.27,49,2.8,163,1.37,47,2.26,"2010_05B","8_do_15_maja_2010"
"Lubelskie",144,0.83,-0.25,37,4.28,36,1.96,61,0.5,10,0.4,"2010_05B","8_do_15_maja_2010"
"Lubuskie",6,0.07,-0.02,0,0,0,0,6,0.1,0,0,"2010_05B","8_do_15_maja_2010"
"Łódzkie",273,1.34,0.66,36,3.77,59,3.08,159,1.1,19,0.62,"2010_05B","8_do_15_maja_2010"
"Małopolskie",248,0.94,-3.14,58,4.22,55,1.91,113,0.61,22,0.62,"2010_05B","8_do_15_maja_2010"
"Mazowieckie",1396,3.35,-1.19,331,15.05,359,8.69,607,2.07,99,1.64,"2010_05B","8_do_15_maja_2010"
"Opolskie",1011,12.25,9.63,248,71.81,168,21.41,528,8.87,67,5.72,"2010_05B","8_do_15_maja_2010"
"Podkarpackie",6,0.04,0.04,0,0,0,0,6,0.05,0,0,"2010_05B","8_do_15_maja_2010"
"Podlaskie",317,3.33,2.33,79,17.48,114,11.41,112,1.68,12,0.86,"2010_05B","8_do_15_maja_2010"
"Pomorskie",239,1.34,0.74,87,8.56,28,1.45,115,0.91,9,0.41,"2010_05B","8_do_15_maja_2010"
"Śląskie",214,0.58,-0.15,30,1.72,36,1.05,136,0.51,12,0.23,"2010_05B","8_do_15_maja_2010"
"Świętokrzyskie",2,0.02,0.02,1,0.21,1,0.1,0,0,0,0,"2010_05B","8_do_15_maja_2010"
"Warmińsko-Mazurskie",123,1.08,-1.56,34,5.55,30,2.39,55,0.67,4,0.3,"2010_05B","8_do_15_maja_2010"
"Wielkopolskie",874,3.21,-1.9,236,15.66,242,8.35,344,1.76,52,1.61,"2010_05B","8_do_15_maja_2010"
"Zachodniopomorskie",220,1.62,0.72,63,9.31,58,4.23,92,0.94,7,0.42,"2010_05B","8_do_15_maja_2010"
"Dolnośląskie",696,3.46,0.73,184,19.17,252,13.43,238,1.63,22,0.81,"2010_05C","16_do_22_maja_2010"
"Kujawsko-Pomorskie",237,1.64,-0.25,43,5.71,48,3.13,132,1.27,14,0.77,"2010_05C","16_do_22_maja_2010"
"Lubelskie",143,0.95,0.11,39,5.15,46,2.86,50,0.47,8,0.37,"2010_05C","16_do_22_maja_2010"
"Lubuskie",4,0.06,-0.02,1,0.27,2,0.27,1,0.02,0,0,"2010_05C","16_do_22_maja_2010"
"Łódzkie",309,1.73,0.39,81,9.7,93,5.55,121,0.96,14,0.53,"2010_05C","16_do_22_maja_2010"
"Małopolskie",791,3.43,2.49,77,6.41,89,3.54,609,3.75,16,0.51,"2010_05C","16_do_22_maja_2010"
"Mazowieckie",2290,6.27,2.93,555,28.85,569,15.74,952,3.71,214,4.05,"2010_05C","16_do_22_maja_2010"
"Opolskie",239,3.31,-8.94,29,9.6,52,7.57,143,2.75,15,1.46,"2010_05C","16_do_22_maja_2010"
"Podkarpackie",4,0.03,-0.01,1,0.14,2,0.12,1,0.01,0,0,"2010_05C","16_do_22_maja_2010"
"Podlaskie",432,5.18,1.85,161,40.71,129,14.76,123,2.11,19,1.55,"2010_05C","16_do_22_maja_2010"
"Pomorskie",59,0.38,-0.96,20,2.25,17,1.01,20,0.18,2,0.11,"2010_05C","16_do_22_maja_2010"
"Śląskie",364,1.12,0.54,57,3.74,77,2.56,202,0.86,28,0.61,"2010_05C","16_do_22_maja_2010"
"Świętokrzyskie",1,0.01,-0.01,1,0.24,0,0,0,0,0,0,"2010_05C","16_do_22_maja_2010"
"Warmińsko-Mazurskie",242,2.42,1.34,97,18.09,56,5.09,82,1.14,7,0.6,"2010_05C","16_do_22_maja_2010"
"Wielkopolskie",876,3.68,0.47,208,15.77,185,7.3,428,2.5,55,1.95,"2010_05C","16_do_22_maja_2010"
"Zachodniopomorskie",183,1.54,-0.08,57,9.63,39,3.25,77,0.89,10,0.69,"2010_05C","16_do_22_maja_2010"
"Dolnośląskie",877,3.39,-0.07,215,17.42,346,14.34,285,1.52,31,0.89,"2010_05D","23_do_31_maja_2010"
"Kujawsko-Pomorskie",337,1.81,0.17,47,4.85,51,2.59,190,1.42,49,2.09,"2010_05D","23_do_31_maja_2010"
"Lubelskie",174,0.9,-0.05,53,5.45,32,1.55,56,0.41,33,1.18,"2010_05D","23_do_31_maja_2010"
"Lubuskie",16,0.18,0.12,2,0.42,1,0.11,12,0.18,1,0.09,"2010_05D","23_do_31_maja_2010"
"Łódzkie",802,3.5,1.77,104,9.68,121,5.61,515,3.17,62,1.81,"2010_05D","23_do_31_maja_2010"
"Małopolskie",618,2.09,-1.35,97,6.28,105,3.25,367,1.76,49,1.22,"2010_05D","23_do_31_maja_2010"
"Mazowieckie",1665,3.55,-2.73,357,14.43,412,8.86,718,2.18,178,2.62,"2010_05D","23_do_31_maja_2010"
"Opolskie",766,8.25,4.94,136,35,128,14.5,459,6.85,43,3.26,"2010_05D","23_do_31_maja_2010"
"Podkarpackie",97,0.51,0.49,27,2.84,21,0.98,39,0.29,10,0.41,"2010_05D","23_do_31_maja_2010"
"Podlaskie",413,3.85,-1.33,132,25.96,125,11.12,140,1.87,16,1.01,"2010_05D","23_do_31_maja_2010"
"Pomorskie",55,0.27,-0.1,18,1.57,15,0.69,22,0.15,0,0,"2010_05D","23_do_31_maja_2010"
"Śląskie",316,0.76,-0.36,48,2.45,60,1.55,192,0.64,16,0.27,"2010_05D","23_do_31_maja_2010"
"Świętokrzyskie",0,0,-0.01,0,0,0,0,0,0,0,0,"2010_05D","23_do_31_maja_2010"
"Warmińsko-Mazurskie",127,0.99,-1.43,40,5.8,29,2.05,50,0.54,8,0.53,"2010_05D","23_do_31_maja_2010"
"Wielkopolskie",1003,3.27,-0.4,228,13.45,248,7.61,455,2.06,72,1.98,"2010_05D","23_do_31_maja_2010"
"Zachodniopomorskie",151,0.99,-0.55,28,3.68,31,2.01,86,0.78,6,0.32,"2010_05D","23_do_31_maja_2010"
"Dolnośląskie",599,2.97,-0.41,139,14.48,249,13.27,193,1.32,18,0.66,"2010_06A","1_do_7_czerwca_2010"
"Kujawsko-Pomorskie",331,2.29,0.48,63,8.36,60,3.92,162,1.56,46,2.53,"2010_06A","1_do_7_czerwca_2010"
"Lubelskie",106,0.7,-0.19,22,2.91,23,1.43,47,0.44,14,0.65,"2010_06A","1_do_7_czerwca_2010"
"Lubuskie",63,0.89,0.72,27,7.26,16,2.19,13,0.25,7,0.84,"2010_06A","1_do_7_czerwca_2010"
"Łódzkie",140,0.79,-2.72,20,2.39,23,1.37,92,0.73,5,0.19,"2010_06A","1_do_7_czerwca_2010"
"Małopolskie",626,2.72,0.63,141,11.74,161,6.41,285,1.76,39,1.25,"2010_06A","1_do_7_czerwca_2010"
"Mazowieckie",2616,7.17,3.62,729,37.89,682,18.86,923,3.6,282,5.33,"2010_06A","1_do_7_czerwca_2010"
"Opolskie",167,2.31,-5.94,28,9.27,22,3.2,105,2.02,12,1.17,"2010_06A","1_do_7_czerwca_2010"
"Podkarpackie",3,0.02,-0.49,0,0,1,0.06,2,0.02,0,0,"2010_06A","1_do_7_czerwca_2010"
"Podlaskie",199,2.39,-1.47,69,17.45,52,5.95,64,1.1,14,1.14,"2010_06A","1_do_7_czerwca_2010"
"Pomorskie",75,0.48,0.21,24,2.7,12,0.71,22,0.2,17,0.89,"2010_06A","1_do_7_czerwca_2010"
"Śląskie",333,1.02,0.27,50,3.28,59,1.96,201,0.86,23,0.5,"2010_06A","1_do_7_czerwca_2010"
"Świętokrzyskie",0,0,0,0,0,0,0,0,0,0,0,"2010_06A","1_do_7_czerwca_2010"
"Warmińsko-Mazurskie",150,1.5,0.51,58,10.81,51,4.64,37,0.52,4,0.34,"2010_06A","1_do_7_czerwca_2010"
"Wielkopolskie",1075,4.51,1.24,277,21.01,251,9.9,480,2.8,67,2.37,"2010_06A","1_do_7_czerwca_2010"
"Zachodniopomorskie",157,1.32,0.33,46,7.77,42,3.5,66,0.77,3,0.21,"2010_06A","1_do_7_czerwca_2010"
"Dolnośląskie",871,3.78,0.81,216,19.69,334,15.57,264,1.58,57,1.84,"2010_06B","8_do_15_czerwca_2010"
"Kujawsko-Pomorskie",156,0.94,-1.34,12,1.39,13,0.74,108,0.91,23,1.11,"2010_06B","8_do_15_czerwca_2010"
"Lubelskie",148,0.86,0.16,38,4.39,37,2.02,52,0.43,21,0.85,"2010_06B","8_do_15_czerwca_2010"
"Lubuskie",1,0.01,-0.88,0,0,0,0,1,0.02,0,0,"2010_06B","8_do_15_czerwca_2010"
"Łódzkie",130,0.64,-0.15,22,2.3,18,0.94,76,0.53,14,0.46,"2010_06B","8_do_15_czerwca_2010"
"Małopolskie",824,3.13,0.41,109,7.94,107,3.72,555,2.99,53,1.49,"2010_06B","8_do_15_czerwca_2010"
"Mazowieckie",1963,4.71,-2.46,405,18.42,487,11.78,845,2.88,226,3.74,"2010_06B","8_do_15_czerwca_2010"
"Opolskie",551,6.67,4.36,116,33.59,89,11.34,297,4.99,49,4.18,"2010_06B","8_do_15_czerwca_2010"
"Podkarpackie",4,0.02,0,0,0,1,0.05,3,0.03,0,0,"2010_06B","8_do_15_czerwca_2010"
"Podlaskie",264,2.77,0.38,93,20.57,63,6.31,96,1.44,12,0.86,"2010_06B","8_do_15_czerwca_2010"
"Pomorskie",182,1.02,0.54,108,10.63,9,0.47,64,0.5,1,0.05,"2010_06B","8_do_15_czerwca_2010"
"Śląskie",728,1.96,0.94,155,8.91,175,5.09,352,1.32,46,0.88,"2010_06B","8_do_15_czerwca_2010"
"Świętokrzyskie",0,0,0,0,0,0,0,0,0,0,0,"2010_06B","8_do_15_czerwca_2010"
"Warmińsko-Mazurskie",160,1.4,-0.1,63,10.28,28,2.23,63,0.77,6,0.45,"2010_06B","8_do_15_czerwca_2010"
"Wielkopolskie",786,2.89,-1.63,204,13.54,143,4.94,363,1.85,76,2.35,"2010_06B","8_do_15_czerwca_2010"
"Zachodniopomorskie",131,0.97,-0.36,39,5.76,33,2.41,57,0.58,2,0.12,"2010_06B","8_do_15_czerwca_2010"
"Dolnośląskie",462,2.29,-1.49,130,13.32,194,10.5,128,0.88,10,0.37,"2010_06C","16_do_22_czerwca_2010"
"Kujawsko-Pomorskie",243,1.68,0.74,36,4.73,48,3.18,129,1.24,30,1.65,"2010_06C","16_do_22_czerwca_2010"
"Lubelskie",159,1.05,0.2,21,2.76,22,1.4,79,0.75,37,1.7,"2010_06C","16_do_22_czerwca_2010"
"Lubuskie",3,0.04,0.03,0,0,1,0.14,2,0.04,0,0,"2010_06C","16_do_22_czerwca_2010"
"Łódzkie",130,0.73,0.09,29,3.44,27,1.63,66,0.52,8,0.3,"2010_06C","16_do_22_czerwca_2010"
"Małopolskie",1016,4.4,1.28,157,12.9,122,4.92,662,4.07,75,2.39,"2010_06C","16_do_22_czerwca_2010"
"Mazowieckie",1985,5.43,0.73,466,23.91,472,13.18,870,3.38,177,3.34,"2010_06C","16_do_22_czerwca_2010"
"Opolskie",64,0.89,-5.79,11,3.6,6,0.89,40,0.77,7,0.68,"2010_06C","16_do_22_czerwca_2010"
"Podkarpackie",0,0,-0.02,0,0,0,0,0,0,0,0,"2010_06C","16_do_22_czerwca_2010"
"Podlaskie",85,1.02,-1.75,25,6.28,28,3.27,23,0.39,9,0.73,"2010_06C","16_do_22_czerwca_2010"
"Pomorskie",26,0.17,-0.85,8,0.89,3,0.18,12,0.11,3,0.16,"2010_06C","16_do_22_czerwca_2010"
"Śląskie",489,1.51,-0.46,110,7.1,93,3.14,254,1.09,32,0.69,"2010_06C","16_do_22_czerwca_2010"
"Świętokrzyskie",1,0.01,0.01,0,0,0,0,1,0.02,0,0,"2010_06C","16_do_22_czerwca_2010"
"Warmińsko-Mazurskie",223,2.23,0.83,74,13.68,53,4.89,83,1.15,13,1.11,"2010_06C","16_do_22_czerwca_2010"
"Wielkopolskie",583,2.44,-0.44,148,11.06,146,5.83,249,1.45,40,1.41,"2010_06C","16_do_22_czerwca_2010"
"Zachodniopomorskie",65,0.55,-0.42,14,2.35,15,1.27,36,0.42,0,0,"2010_06C","16_do_22_czerwca_2010"
"Dolnośląskie",730,3.17,0.88,237,21.24,262,12.4,202,1.21,29,0.94,"2010_06D","23_do_30_czerwca_2010"
"Kujawsko-Pomorskie",103,0.62,-1.06,8,0.92,12,0.7,66,0.56,17,0.82,"2010_06D","23_do_30_czerwca_2010"
"Lubelskie",85,0.49,-0.56,23,2.65,24,1.33,36,0.3,2,0.08,"2010_06D","23_do_30_czerwca_2010"
"Lubuskie",0,0,-0.04,0,0,0,0,0,0,0,0,"2010_06D","23_do_30_czerwca_2010"
"Łódzkie",145,0.71,-0.02,37,3.84,40,2.12,61,0.42,7,0.23,"2010_06D","23_do_30_czerwca_2010"
"Małopolskie",890,3.37,-1.03,145,10.42,131,4.62,572,3.08,42,1.17,"2010_06D","23_do_30_czerwca_2010"
"Mazowieckie",1612,3.86,-1.57,427,19.17,387,9.45,667,2.27,131,2.16,"2010_06D","23_do_30_czerwca_2010"
"Opolskie",262,3.18,2.29,77,22.03,46,5.98,121,2.03,18,1.53,"2010_06D","23_do_30_czerwca_2010"
"Podkarpackie",10,0.06,0.06,0,0,1,0.05,8,0.07,1,0.05,"2010_06D","23_do_30_czerwca_2010"
"Podlaskie",158,1.66,0.64,53,11.65,46,4.7,53,0.79,6,0.43,"2010_06D","23_do_30_czerwca_2010"
"Pomorskie",209,1.17,1,117,11.36,20,1.05,72,0.57,0,0,"2010_06D","23_do_30_czerwca_2010"
"Śląskie",467,1.26,-0.25,97,5.48,69,2.04,239,0.9,62,1.17,"2010_06D","23_do_30_czerwca_2010"
"Świętokrzyskie",0,0,-0.01,0,0,0,0,0,0,0,0,"2010_06D","23_do_30_czerwca_2010"
"Warmińsko-Mazurskie",113,0.99,-1.24,39,6.31,23,1.86,48,0.58,3,0.22,"2010_06D","23_do_30_czerwca_2010"
"Wielkopolskie",728,2.67,0.23,196,12.81,200,6.99,287,1.46,45,1.39,"2010_06D","23_do_30_czerwca_2010"
"Zachodniopomorskie",88,0.65,0.1,25,3.67,22,1.63,37,0.38,4,0.24,"2010_06D","23_do_30_czerwca_2010"
"Dolnośląskie",402,2,-1.18,149,15.26,129,6.98,108,0.74,16,0.59,"2010_07A","1_do_7_lipca_2010"
"Kujawsko-Pomorskie",188,1.3,0.68,35,4.6,25,1.66,104,1,24,1.32,"2010_07A","1_do_7_lipca_2010"
"Lubelskie",70,0.46,-0.03,24,3.16,18,1.14,27,0.25,1,0.05,"2010_07A","1_do_7_lipca_2010"
"Lubuskie",0,0,0,0,0,0,0,0,0,0,0,"2010_07A","1_do_7_lipca_2010"
"Łódzkie",44,0.25,-0.47,13,1.54,19,1.15,11,0.09,1,0.04,"2010_07A","1_do_7_lipca_2010"
"Małopolskie",287,1.24,-2.13,91,7.47,61,2.46,96,0.59,39,1.24,"2010_07A","1_do_7_lipca_2010"
"Mazowieckie",2081,5.69,1.83,592,30.38,488,13.62,854,3.32,147,2.77,"2010_07A","1_do_7_lipca_2010"
"Opolskie",778,10.78,7.6,307,100.38,208,30.92,230,4.41,33,3.21,"2010_07A","1_do_7_lipca_2010"
"Podkarpackie",4,0.03,-0.03,0,0,1,0.06,2,0.02,1,0.05,"2010_07A","1_do_7_lipca_2010"
"Podlaskie",216,2.59,0.93,80,20.09,59,6.89,65,1.11,12,0.98,"2010_07A","1_do_7_lipca_2010"
"Pomorskie",43,0.28,-0.9,11,1.22,11,0.66,17,0.15,4,0.21,"2010_07A","1_do_7_lipca_2010"
"Śląskie",520,1.6,0.34,123,7.94,121,4.08,238,1.02,38,0.82,"2010_07A","1_do_7_lipca_2010"
"Świętokrzyskie",1,0.01,0.01,0,0,0,0,1,0.02,0,0,"2010_07A","1_do_7_lipca_2010"
"Warmińsko-Mazurskie",130,1.3,0.31,46,8.5,32,2.95,46,0.64,6,0.51,"2010_07A","1_do_7_lipca_2010"
"Wielkopolskie",562,2.36,-0.31,114,8.52,151,6.03,259,1.51,38,1.34,"2010_07A","1_do_7_lipca_2010"
"Zachodniopomorskie",82,0.69,0.04,25,4.19,22,1.86,31,0.36,4,0.27,"2010_07A","1_do_7_lipca_2010"
"Dolnośląskie",203,0.88,-1.11,75,6.72,72,3.41,53,0.32,3,0.1,"2010_07B","8_do_15_lipca_2010"
"Kujawsko-Pomorskie",115,0.69,-0.6,17,1.96,22,1.28,68,0.57,8,0.38,"2010_07B","8_do_15_lipca_2010"
"Lubelskie",119,0.69,0.23,26,2.99,16,0.89,65,0.54,12,0.48,"2010_07B","8_do_15_lipca_2010"
"Lubuskie",0,0,0,0,0,0,0,0,0,0,0,"2010_07B","8_do_15_lipca_2010"
"Łódzkie",70,0.34,0.1,28,2.9,12,0.64,21,0.15,9,0.3,"2010_07B","8_do_15_lipca_2010"
"Małopolskie",451,1.71,0.47,58,4.17,47,1.66,296,1.59,50,1.4,"2010_07B","8_do_15_lipca_2010"
"Mazowieckie",813,1.95,-3.75,223,10.01,207,5.06,298,1.01,85,1.4,"2010_07B","8_do_15_lipca_2010"
"Opolskie",135,1.64,-9.14,22,6.29,25,3.25,70,1.18,18,1.53,"2010_07B","8_do_15_lipca_2010"
"Podkarpackie",1,0.01,-0.02,0,0,0,0,1,0.01,0,0,"2010_07B","8_do_15_lipca_2010"
"Podlaskie",140,1.47,-1.12,38,8.35,30,3.07,66,0.99,6,0.43,"2010_07B","8_do_15_lipca_2010"
"Pomorskie",176,0.99,0.71,113,10.97,3,0.16,58,0.46,2,0.09,"2010_07B","8_do_15_lipca_2010"
"Śląskie",281,0.76,-0.84,58,3.28,55,1.62,148,0.55,20,0.38,"2010_07B","8_do_15_lipca_2010"
"Świętokrzyskie",0,0,-0.01,0,0,0,0,0,0,0,0,"2010_07B","8_do_15_lipca_2010"
"Warmińsko-Mazurskie",166,1.45,0.15,74,11.97,24,1.94,67,0.82,1,0.07,"2010_07B","8_do_15_lipca_2010"
"Wielkopolskie",431,1.58,-0.77,149,9.74,100,3.49,162,0.82,20,0.62,"2010_07B","8_do_15_lipca_2010"
"Zachodniopomorskie",65,0.48,-0.21,18,2.64,11,0.82,33,0.34,3,0.18,"2010_07B","8_do_15_lipca_2010"
"Dolnośląskie",252,1.25,0.37,79,8.09,88,4.76,77,0.53,8,0.3,"2010_07C","16_do_22_lipca_2010"
"Kujawsko-Pomorskie",47,0.32,-0.37,2,0.26,13,0.86,26,0.25,6,0.33,"2010_07C","16_do_22_lipca_2010"
"Lubelskie",59,0.39,-0.3,12,1.58,11,0.7,28,0.26,8,0.37,"2010_07C","16_do_22_lipca_2010"
"Lubuskie",0,0,0,0,0,0,0,0,0,0,0,"2010_07C","16_do_22_lipca_2010"
"Łódzkie",15,0.08,-0.26,3,0.36,0,0,9,0.07,3,0.11,"2010_07C","16_do_22_lipca_2010"
"Małopolskie",234,1.01,-0.7,31,2.55,15,0.61,155,0.95,33,1.05,"2010_07C","16_do_22_lipca_2010"
"Mazowieckie",1069,2.92,0.98,254,13.03,244,6.81,504,1.96,67,1.26,"2010_07C","16_do_22_lipca_2010"
"Opolskie",65,0.9,-0.74,10,3.27,10,1.49,42,0.81,3,0.29,"2010_07C","16_do_22_lipca_2010"
"Podkarpackie",0,0,-0.01,0,0,0,0,0,0,0,0,"2010_07C","16_do_22_lipca_2010"
"Podlaskie",45,0.54,-0.93,20,5.02,11,1.29,12,0.21,2,0.16,"2010_07C","16_do_22_lipca_2010"
"Pomorskie",18,0.12,-0.87,4,0.44,6,0.36,8,0.07,0,0,"2010_07C","16_do_22_lipca_2010"
"Śląskie",331,1.02,0.26,77,4.97,52,1.75,177,0.76,25,0.54,"2010_07C","16_do_22_lipca_2010"
